time,i1alpha,u1alpha,motorTorque,motorMechanicalAngularVelocity,|psi2|
0.0001,0,10.2167,0,0,7.91742e-05
0.0002,0.226652,20.4232,-0.000104541,-2.61353e-08,0.000315273
0.0003,0.676801,30.6097,-0.000622904,-1.81861e-07,0.000706147
0.0004,1.34711,40.7659,-0.00206171,-6.97288e-07,0.00124962
0.0005,2.23406,50.8819,-0.00511731,-1.97662e-06,0.00194351
0.0006,3.33396,60.9476,-0.010668,-4.64361e-06,0.00278558
0.0007,4.64293,70.9533,-0.0197659,-9.58508e-06,0.0037736
0.0008,6.15695,80.8889,-0.0336289,-1.79923e-05,0.00490532
0.0009,7.87181,90.7446,-0.0536325,-3.14004e-05,0.00617843
0.001,9.78315,100.511,-0.0813008,-5.17256e-05,0.00759066
0.0011,11.8864,110.178,-0.118298,-8.13002e-05,0.00913967
0.0012,14.177,119.736,-0.166422,-0.000122906,0.0108231
0.0013,16.6499,129.176,-0.22759,-0.000179803,0.0126387
0.0014,19.3004,138.489,-0.303836,-0.000255762,0.0145839
0.0015,22.1231,147.665,-0.397298,-0.000355086,0.0166565
0.0016,25.113,156.695,-0.51021,-0.000482639,0.018854
0.0017,28.2645,165.571,-0.644895,-0.000643863,0.021174
0.0018,31.5722,174.283,-0.803751,-0.0008448,0.023614
0.0019,35.0304,182.823,-0.989246,-0.00109211,0.0261717
0.002,38.6334,191.183,-1.20391,-0.00139309,0.0288445
0.0021,42.3753,199.354,-1.45032,-0.00175567,0.0316299
0.0022,46.2501,207.328,-1.7311,-0.00218845,0.0345255
0.0023,50.2518,215.098,-2.04891,-0.00270067,0.0375288
0.0024,54.3741,222.656,-2.40642,-0.00330228,0.0406372
0.0025,58.6108,229.993,-2.80633,-0.00400386,0.0438483
0.0026,62.9556,237.104,-3.25134,-0.00481669,0.0471594
0.0027,67.402,243.981,-3.74415,-0.00575273,0.0505682
0.0028,71.9435,250.617,-4.28745,-0.00682459,0.0540719
0.0029,76.5735,257.006,-4.88391,-0.00804557,0.057668
0.003,81.2855,263.141,-5.53618,-0.00942961,0.0613541
0.0031,86.0728,269.016,-6.24686,-0.0109913,0.0651274
0.0032,90.9285,274.626,-7.01854,-0.012746,0.0689855
0.0033,95.846,279.965,-7.85371,-0.0147094,0.0729258
0.0034,100.818,285.027,-8.75485,-0.0168981,0.0769456
0.0035,105.839,289.809,-9.72435,-0.0193292,0.0810424
0.0036,110.901,294.304,-10.7645,-0.0220203,0.0852136
0.0037,115.997,298.509,-11.8776,-0.0249897,0.0894565
0.0038,121.121,302.419,-13.0658,-0.0282562,0.0937687
0.0039,126.265,306.031,-14.3312,-0.031839,0.0981475
0.004,131.423,309.341,-15.6756,-0.0357579,0.10259
0.0041,136.588,312.345,-17.1011,-0.0400332,0.107094
0.0042,141.752,315.041,-18.6092,-0.0446855,0.111657
0.0043,146.91,317.427,-20.2017,-0.0497359,0.116277
0.0044,152.055,319.499,-21.8801,-0.0552059,0.12095
0.0045,157.179,321.255,-23.6458,-0.0611174,0.125674
0.0046,162.275,322.695,-25.5,-0.0674924,0.130446
0.0047,167.338,323.816,-27.4439,-0.0743533,0.135264
0.0048,172.361,324.618,-29.4784,-0.0817229,0.140126
0.0049,177.336,325.1,-31.6043,-0.089624,0.145028
0.005,182.258,325.26,-33.8224,-0.0980796,0.149968
0.0051,187.12,325.1,-36.1332,-0.107113,0.154945
0.0052,191.915,324.618,-38.5372,-0.116747,0.159954
0.0053,196.639,323.817,-41.0344,-0.127006,0.164993
0.0054,201.283,322.695,-43.6251,-0.137912,0.170061
0.0055,205.843,321.256,-46.309,-0.149489,0.175154
0.0056,210.311,319.499,-49.0861,-0.161761,0.180271
0.0057,214.684,317.427,-51.9558,-0.17475,0.185407
0.0058,218.954,315.041,-54.9176,-0.188479,0.190562
0.0059,223.115,312.345,-57.9707,-0.202972,0.195732
0.006,227.164,309.341,-61.1143,-0.21825,0.200915
0.0061,231.093,306.031,-64.3472,-0.234337,0.206109
0.0062,234.899,302.419,-67.6682,-0.251254,0.211311
0.0063,238.575,298.509,-71.076,-0.269023,0.216519
0.0064,242.117,294.304,-74.5689,-0.287666,0.22173
0.0065,245.52,289.809,-78.1452,-0.307202,0.226942
0.0066,248.779,285.028,-81.803,-0.327653,0.232153
0.0067,251.891,279.965,-85.5403,-0.349038,0.237359
0.0068,254.85,274.626,-89.3548,-0.371376,0.24256
0.0069,257.652,269.017,-93.2442,-0.394687,0.247753
0.007,260.294,263.141,-97.2059,-0.418989,0.252934
0.0071,262.771,257.006,-101.237,-0.444298,0.258103
0.0072,265.08,250.618,-105.335,-0.470632,0.263256
0.0073,267.218,243.982,-109.497,-0.498006,0.268392
0.00739999,269.181,237.105,-113.72,-0.526436,0.273508
0.00749999,270.966,229.994,-118,-0.555936,0.278602
0.00759999,272.57,222.656,-122.334,-0.58652,0.283672
0.00769999,273.991,215.099,-126.719,-0.6182,0.288716
0.00779999,275.226,207.329,-131.151,-0.650987,0.293731
0.00789999,276.272,199.355,-135.625,-0.684894,0.298716
0.00799999,277.128,191.184,-140.139,-0.719929,0.303668
0.00809999,277.792,182.824,-144.688,-0.756101,0.308586
0.00819999,278.262,174.284,-149.269,-0.793418,0.313467
0.00829999,278.536,165.572,-153.876,-0.831887,0.318309
0.00839999,278.614,156.696,-158.506,-0.871513,0.323111
0.00849999,278.493,147.666,-163.154,-0.912302,0.32787
0.00859999,278.174,138.49,-167.816,-0.954255,0.332584
0.00869999,277.656,129.177,-172.486,-0.997377,0.337252
0.00879999,276.937,119.737,-177.162,-1.04167,0.341872
0.00889999,276.019,110.179,-181.837,-1.08713,0.346441
0.00899999,274.9,100.512,-186.508,-1.13375,0.350958
0.00909999,273.581,90.7456,-191.169,-1.18155,0.355422
0.00919999,272.063,80.8899,-195.815,-1.2305,0.35983
0.00929999,270.345,70.9543,-200.442,-1.28061,0.364181
0.00939999,268.43,60.9487,-205.045,-1.33187,0.368472
0.00949999,266.317,50.883,-209.619,-1.38428,0.372703
0.00959999,264.008,40.767,-214.158,-1.43782,0.376872
0.00969999,261.505,30.6108,-218.659,-1.49248,0.380977
0.00979999,258.809,20.4244,-223.115,-1.54826,0.385016
0.00989999,255.922,10.2178,-227.522,-1.60514,0.388989
0.00999999,252.846,0.00118708,-231.875,-1.66311,0.392892
0.0101,249.582,-10.2155,-236.169,-1.72215,0.396726
0.0102,246.135,-20.422,-240.4,-1.78225,0.400488
0.0103,242.506,-30.6084,-244.561,-1.84339,0.404178
0.0104,238.697,-40.7646,-248.649,-1.90555,0.407793
0.0105,234.713,-50.8806,-252.659,-1.96872,0.411332
0.0106,230.556,-60.9464,-256.586,-2.03287,0.414795
0.0107,226.23,-70.952,-260.424,-2.09797,0.418179
0.0108,221.738,-80.8876,-264.171,-2.16401,0.421484
0.0109,217.083,-90.7433,-267.82,-2.23097,0.424708
0.011,212.271,-100.51,-271.368,-2.29881,0.42785
0.0111,207.304,-110.177,-274.809,-2.36751,0.430909
0.0112,202.187,-119.735,-278.141,-2.43705,0.433884
0.0113,196.924,-129.175,-281.358,-2.50739,0.436773
0.0114,191.521,-138.488,-284.456,-2.5785,0.439577
0.0115,185.981,-147.664,-287.432,-2.65036,0.442293
0.0116,180.309,-156.694,-290.282,-2.72293,0.444921
0.0117,174.511,-165.57,-293.001,-2.79618,0.447459
0.0118,168.591,-174.282,-295.586,-2.87008,0.449908
0.0119,162.555,-182.822,-298.034,-2.94459,0.452266
0.012,156.408,-191.182,-300.34,-3.01967,0.454531
0.0121,150.155,-199.353,-302.503,-3.0953,0.456704
0.0122,143.803,-207.327,-304.518,-3.17143,0.458784
0.0123,137.356,-215.097,-306.383,-3.24802,0.46077
0.0124,130.821,-222.655,-308.094,-3.32505,0.462661
0.0125,124.203,-229.992,-309.65,-3.40246,0.464456
0.0126,117.509,-237.103,-311.047,-3.48022,0.466156
0.0127,110.744,-243.98,-312.284,-3.55829,0.467759
0.0128,103.914,-250.616,-313.357,-3.63663,0.469264
0.0129,97.0271,-257.005,-314.265,-3.7152,0.470672
0.013,90.0877,-263.14,-315.006,-3.79395,0.471982
0.0131,83.1028,-269.015,-315.578,-3.87284,0.473193
0.0132,76.0787,-274.625,-315.98,-3.95184,0.474306
0.0133,69.0218,-279.964,-316.21,-4.03089,0.475318
0.0134,61.9387,-285.027,-316.267,-4.10996,0.476232
0.0135,54.8357,-289.808,-316.149,-4.18899,0.477045
0.0136,47.7194,-294.303,-315.857,-4.26796,0.477758
0.0137,40.5965,-298.508,-315.39,-4.3468,0.47837
0.0138,33.4733,-302.418,-314.746,-4.42549,0.478882
0.0139,26.3565,-306.03,-313.926,-4.50397,0.479293
0.014,19.2528,-309.34,-312.929,-4.5822,0.479604
0.0141,12.1685,-312.345,-311.755,-4.66014,0.479813
0.0142,5.11027,-315.041,-310.405,-4.73774,0.479921
0.0143,-1.91536,-317.426,-308.879,-4.81496,0.479929
0.0144,-8.90189,-319.498,-307.177,-4.89176,0.479835
0.0145,-15.8429,-321.255,-305.301,-4.96808,0.479641
0.0146,-22.7319,-322.695,-303.25,-5.0439,0.479346
0.0147,-29.5625,-323.816,-301.027,-5.11915,0.47895
0.0148,-36.3285,-324.618,-298.632,-5.19381,0.478454
0.0149,-43.0235,-325.099,-296.068,-5.26783,0.477857
0.015,-49.6414,-325.26,-293.334,-5.34116,0.477161
0.0151,-56.176,-325.1,-290.434,-5.41377,0.476365
0.0152,-62.6213,-324.618,-287.369,-5.48561,0.47547
0.0153,-68.9713,-323.817,-284.141,-5.55665,0.474476
0.0154,-75.2201,-322.696,-280.753,-5.62683,0.473383
0.0155,-81.3619,-321.256,-277.207,-5.69614,0.472193
0.0156,-87.3911,-319.499,-273.505,-5.76451,0.470904
0.0157,-93.3021,-317.427,-269.651,-5.83193,0.469519
0.0158,-99.0894,-315.042,-265.647,-5.89834,0.468038
0.0159,-104.748,-312.346,-261.496,-5.96371,0.46646
0.016,-110.272,-309.341,-257.201,-6.02801,0.464788
0.0161,-115.657,-306.032,-252.766,-6.0912,0.46302
0.0162,-120.897,-302.42,-248.194,-6.15325,0.461159
0.0163,-125.988,-298.51,-243.489,-6.21412,0.459206
0.0164,-130.926,-294.305,-238.655,-6.27379,0.457159
0.0165,-135.705,-289.81,-233.695,-6.33221,0.455022
0.0166,-140.322,-285.029,-228.614,-6.38936,0.452794
0.0167,-144.772,-279.966,-223.415,-6.44522,0.450477
0.0168,-149.05,-274.627,-218.102,-6.49974,0.448071
0.0169,-153.154,-269.018,-212.681,-6.55291,0.445578
0.017,-157.08,-263.142,-207.156,-6.6047,0.442998
0.0171,-160.823,-257.007,-201.531,-6.65509,0.440333
0.0172,-164.381,-250.619,-195.81,-6.70404,0.437584
0.0173,-167.75,-243.983,-189.999,-6.75154,0.434752
0.0174,-170.928,-237.106,-184.102,-6.79756,0.431838
0.0175,-173.911,-229.995,-178.125,-6.84209,0.428845
0.0176,-176.697,-222.658,-172.072,-6.88511,0.425772
0.0177,-179.283,-215.1,-165.949,-6.9266,0.422622
0.0178,-181.668,-207.331,-159.76,-6.96654,0.419396
0.0179,-183.849,-199.356,-153.512,-7.00492,0.416095
0.018,-185.824,-191.185,-147.208,-7.04172,0.412721
0.0181,-187.592,-182.826,-140.855,-7.07693,0.409277
0.0182,-189.151,-174.285,-134.458,-7.11055,0.405763
0.0183,-190.5,-165.573,-128.023,-7.14255,0.402181
0.0184,-191.638,-156.698,-121.555,-7.17294,0.398534
0.0185,-192.564,-147.667,-115.059,-7.20171,0.394822
0.0186,-193.277,-138.492,-108.541,-7.22884,0.391049
0.0187,-193.778,-129.179,-102.008,-7.25434,0.387216
0.0188,-194.065,-119.739,-95.4633,-7.27821,0.383325
0.0189,-194.139,-110.181,-88.9142,-7.30044,0.379379
0.019,-194,-100.514,-82.366,-7.32103,0.37538
0.0191,-193.649,-90.7475,-75.8244,-7.33999,0.371331
0.0192,-193.085,-80.8918,-69.295,-7.35731,0.367233
0.0193,-192.31,-70.9562,-62.7836,-7.37301,0.36309
0.0194,-191.325,-60.9506,-56.2959,-7.38708,0.358904
0.0195,-190.132,-50.8849,-49.8377,-7.39954,0.354678
0.0196,-188.73,-40.7689,-43.4145,-7.41039,0.350416
0.0197,-187.123,-30.6127,-37.032,-7.41965,0.346119
0.0198,-185.312,-20.4263,-30.696,-7.42733,0.341792
0.0199,-183.299,-10.2198,-24.412,-7.43343,0.337438
0.02,-181.086,-0.00313549,-18.1855,-7.43797,0.333059
0.0201,-178.675,10.2135,-12.0223,-7.44098,0.328661
0.0202,-176.07,20.4201,-5.9276,-7.44246,0.324246
0.0203,-173.273,30.6065,0.0929436,-7.44244,0.319819
0.0204,-170.287,40.7627,6.03399,-7.44093,0.315383
0.0205,-167.115,50.8787,11.8902,-7.43796,0.310944
0.0206,-163.76,60.9445,17.6563,-7.43354,0.306505
0.0207,-160.227,70.9501,23.3271,-7.42771,0.302072
0.0208,-156.518,80.8857,28.8974,-7.42049,0.297648
0.0209,-152.638,90.7415,34.3622,-7.4119,0.293241
0.021,-148.59,100.508,39.7165,-7.40197,0.288854
0.0211,-144.379,110.175,44.9554,-7.39073,0.284494
0.0212,-140.01,119.733,50.0741,-7.37821,0.280166
0.0213,-135.486,129.173,55.0678,-7.36444,0.275877
0.0214,-130.812,138.486,59.932,-7.34946,0.271633
0.0215,-125.994,147.662,64.6622,-7.33329,0.267441
0.0216,-121.035,156.692,69.254,-7.31598,0.263308
0.0217,-115.942,165.568,73.703,-7.29755,0.259242
0.0218,-110.719,174.28,78.0052,-7.27805,0.255249
0.0219,-105.372,182.82,82.1565,-7.25751,0.251338
0.022,-99.9053,191.18,86.1529,-7.23598,0.247517
0.0221,-94.3256,199.351,89.9906,-7.21348,0.243794
0.0222,-88.6383,207.326,93.6661,-7.19006,0.240179
0.0223,-82.849,215.096,97.1757,-7.16577,0.23668
0.0224,-76.9637,222.653,100.516,-7.14064,0.233306
0.0225,-70.9883,229.991,103.684,-7.11472,0.230067
0.0226,-64.9289,237.102,106.677,-7.08805,0.226972
0.0227,-58.7915,243.979,109.491,-7.06068,0.224031
0.0228,-52.5825,250.615,112.123,-7.03265,0.221253
0.0229,-46.3079,257.004,114.572,-7.004,0.218648
0.023,-39.9743,263.139,116.835,-6.97479,0.216225
0.0231,-33.5879,269.014,118.908,-6.94507,0.213993
0.0232,-27.1552,274.624,120.791,-6.91487,0.211961
0.0233,-20.6827,279.963,122.482,-6.88425,0.210137
0.0234,-14.1769,285.026,123.978,-6.85325,0.20853
0.0235,-7.6444,289.807,125.277,-6.82193,0.207146
0.0236,-1.09168,294.302,126.379,-6.79034,0.205992
0.0237,5.47463,298.507,127.282,-6.75852,0.205072
0.0238,12.0479,302.418,127.985,-6.72652,0.204393
0.0239,18.6216,306.03,128.488,-6.6944,0.203958
0.024,25.1891,309.339,128.788,-6.6622,0.203768
0.0241,31.7437,312.344,128.887,-6.62998,0.203826
0.0242,38.279,315.04,128.783,-6.59779,0.204132
0.0243,44.7883,317.426,128.477,-6.56567,0.204685
0.0244,51.265,319.498,127.968,-6.53367,0.205483
0.0245,57.7028,321.255,127.257,-6.50186,0.206523
0.0246,64.0952,322.695,126.343,-6.47027,0.2078
0.0247,70.4356,323.816,125.229,-6.43897,0.20931
0.0248,76.7178,324.618,123.914,-6.40799,0.211047
0.0249,82.9355,325.099,122.399,-6.37739,0.213005
0.025,89.0824,325.26,120.686,-6.34722,0.215174
0.0251,95.1524,325.1,118.777,-6.31752,0.217549
0.0252,101.139,324.618,116.671,-6.28836,0.22012
0.0253,107.037,323.817,114.372,-6.25976,0.222879
0.0254,112.84,322.696,111.882,-6.23179,0.225816
0.0255,118.542,321.256,109.202,-6.20449,0.228922
0.0256,124.138,319.5,106.334,-6.17791,0.232188
0.0257,129.621,317.428,103.282,-6.15209,0.235605
0.0258,134.987,315.042,100.048,-6.12708,0.239163
0.0259,140.23,312.346,96.6349,-6.10292,0.242854
0.026,145.344,309.342,93.0455,-6.07966,0.246667
0.0261,150.325,306.032,89.2831,-6.05733,0.250595
0.0262,155.167,302.421,85.3512,-6.036,0.254628
0.0263,159.867,298.511,81.2534,-6.01568,0.258759
0.0264,164.418,294.306,76.9933,-5.99644,0.262978
0.0265,168.816,289.811,72.575,-5.97829,0.267279
0.0266,173.058,285.03,68.0024,-5.96129,0.271653
0.0267,177.138,279.967,63.2797,-5.94547,0.276093
0.0268,181.052,274.629,58.4114,-5.93087,0.280592
0.0269,184.797,269.019,53.402,-5.91752,0.285144
0.027,188.369,263.144,48.256,-5.90545,0.289742
0.0271,191.764,257.009,42.9784,-5.89471,0.294379
0.0272,194.979,250.62,37.5741,-5.88532,0.29905
0.0273,198.01,243.984,32.048,-5.8773,0.303748
0.0274,200.855,237.107,26.4056,-5.8707,0.308469
0.0275,203.51,229.997,20.6519,-5.86554,0.313207
0.0276,205.973,222.659,14.7926,-5.86184,0.317958
0.0277,208.241,215.102,8.83313,-5.85963,0.322715
0.0278,210.312,207.332,2.77914,-5.85894,0.327476
0.0279,212.184,199.358,-3.36363,-5.85978,0.332234
0.028,213.855,191.187,-9.58933,-5.86218,0.336987
0.0281,215.323,182.827,-15.892,-5.86615,0.34173
0.0282,216.587,174.287,-22.2657,-5.87172,0.346458
0.0283,217.645,165.575,-28.7043,-5.87889,0.351169
0.0284,218.496,156.699,-35.2017,-5.88769,0.355859
0.0285,219.14,147.669,-41.7516,-5.89813,0.360524
0.0286,219.575,138.493,-48.3478,-5.91022,0.36516
0.0287,219.801,129.181,-54.984,-5.92396,0.369766
0.0288,219.818,119.741,-61.6537,-5.93938,0.374337
0.0289,219.625,110.182,-68.3508,-5.95646,0.378871
0.029,219.223,100.516,-75.0686,-5.97523,0.383365
0.0291,218.613,90.7494,-81.8008,-5.99568,0.387817
0.0292,217.794,80.8936,-88.541,-6.01782,0.392222
0.0293,216.767,70.9581,-95.2826,-6.04164,0.39658
0.0294,215.534,60.9525,-102.019,-6.06714,0.400887
0.0295,214.095,50.8868,-108.744,-6.09433,0.405142
0.0296,212.452,40.7709,-115.452,-6.12319,0.409342
0.0297,210.607,30.6147,-122.135,-6.15372,0.413484
0.0298,208.56,20.4283,-128.787,-6.18592,0.417567
0.0299,206.315,10.2217,-135.402,-6.21977,0.421589
0.03,203.873,0.0050839,-141.974,-6.25527,0.425547
0.0301,201.237,-10.2116,-148.497,-6.29239,0.429441
0.0302,198.409,-20.4181,-154.963,-6.33113,0.433267
0.0303,195.391,-30.6046,-161.367,-6.37147,0.437025
0.0304,192.188,-40.7608,-167.704,-6.4134,0.440712
0.0305,188.802,-50.8768,-173.966,-6.45689,0.444327
0.0306,185.236,-60.9425,-180.148,-6.50193,0.447868
0.0307,181.493,-70.9482,-186.245,-6.54849,0.451334
0.0308,177.579,-80.8838,-192.25,-6.59655,0.454724
0.0309,173.495,-90.7396,-198.157,-6.64609,0.458035
0.031,169.246,-100.506,-203.962,-6.69708,0.461268
0.0311,164.837,-110.173,-209.658,-6.74949,0.464419
0.0312,160.272,-119.731,-215.241,-6.8033,0.467489
0.0313,155.555,-129.172,-220.705,-6.85848,0.470475
0.0314,150.691,-138.484,-226.045,-6.91499,0.473377
0.0315,145.684,-147.661,-231.257,-6.97281,0.476194
0.0316,140.54,-156.691,-236.334,-7.03189,0.478924
0.0317,135.263,-165.567,-241.274,-7.09221,0.481567
0.0318,129.859,-174.279,-246.07,-7.15373,0.484122
0.0319,124.333,-182.82,-250.719,-7.21641,0.486587
0.032,118.691,-191.18,-255.217,-7.28021,0.488961
0.0321,112.937,-199.351,-259.559,-7.3451,0.491245
0.0322,107.079,-207.326,-263.742,-7.41104,0.493437
0.0323,101.12,-215.096,-267.762,-7.47798,0.495536
0.0324,95.0685,-222.653,-271.614,-7.54588,0.497542
0.0325,88.929,-229.991,-275.297,-7.6147,0.499454
0.0326,82.7078,-237.102,-278.806,-7.68441,0.501271
0.0327,76.4111,-243.979,-282.138,-7.75494,0.502993
0.0328,70.0451,-250.615,-285.291,-7.82626,0.504619
0.0329,63.6161,-257.004,-288.262,-7.89833,0.506149
0.033,57.1305,-263.14,-291.048,-7.97109,0.507582
0.0331,50.5945,-269.015,-293.647,-8.0445,0.508918
0.0332,44.0148,-274.625,-296.057,-8.11852,0.510156
0.0333,37.3977,-279.964,-298.276,-8.19309,0.511295
0.0334,30.7498,-285.027,-300.302,-8.26816,0.512337
0.0335,24.0777,-289.808,-302.133,-8.34369,0.51328
0.0336,17.3879,-294.304,-303.768,-8.41964,0.514123
0.0337,10.6871,-298.508,-305.207,-8.49594,0.514868
0.0338,3.98188,-302.419,-306.446,-8.57255,0.515513
0.0339,-2.72114,-306.031,-307.487,-8.64942,0.516059
0.034,-9.41533,-309.34,-308.328,-8.7265,0.516504
0.0341,-16.0941,-312.345,-308.969,-8.80374,0.51685
0.0342,-22.7508,-315.041,-309.409,-8.8811,0.517096
0.0343,-29.3789,-317.427,-309.649,-8.95851,0.517243
0.0344,-35.9719,-319.499,-309.688,-9.03593,0.517289
0.0345,-42.5232,-321.256,-309.527,-9.11331,0.517235
0.0346,-49.0263,-322.695,-309.166,-9.19061,0.517082
0.0347,-55.4749,-323.817,-308.606,-9.26776,0.516829
0.0348,-61.8625,-324.618,-307.848,-9.34472,0.516476
0.0349,-68.1829,-325.1,-306.892,-9.42144,0.516024
0.035,-74.4298,-325.26,-305.741,-9.49788,0.515473
0.0351,-80.5971,-325.099,-304.395,-9.57397,0.514823
0.0352,-86.6786,-324.618,-302.855,-9.64969,0.514074
0.0353,-92.6684,-323.816,-301.124,-9.72497,0.513226
0.0354,-98.5604,-322.695,-299.204,-9.79977,0.512281
0.0355,-104.349,-321.255,-297.095,-9.87404,0.511238
0.0356,-110.028,-319.498,-294.802,-9.94775,0.510097
0.0357,-115.593,-317.426,-292.325,-10.0208,0.50886
0.0358,-121.037,-315.041,-289.668,-10.0932,0.507526
0.0359,-126.356,-312.344,-286.834,-10.165,0.506096
0.036,-131.544,-309.34,-283.824,-10.2359,0.504571
0.0361,-136.595,-306.03,-280.642,-10.3061,0.50295
0.0362,-141.506,-302.418,-277.291,-10.3754,0.501236
0.0363,-146.271,-298.508,-273.775,-10.4438,0.499428
0.0364,-150.885,-294.303,-270.096,-10.5114,0.497526
0.0365,-155.344,-289.807,-266.259,-10.5779,0.495532
0.0366,-159.644,-285.026,-262.267,-10.6435,0.493447
0.0367,-163.78,-279.963,-258.123,-10.708,0.49127
0.0368,-167.748,-274.624,-253.832,-10.7715,0.489004
0.0369001,-171.544,-269.014,-249.398,-10.8338,0.486648
0.0370001,-175.165,-263.138,-244.824,-10.895,0.484204
0.0371001,-178.607,-257.003,-240.116,-10.9551,0.481672
0.0372001,-181.867,-250.614,-235.277,-11.0139,0.479053
0.0373001,-184.941,-243.978,-230.312,-11.0715,0.476348
0.0374001,-187.826,-237.101,-225.225,-11.1278,0.473559
0.0375001,-190.52,-229.99,-220.022,-11.1828,0.470686
0.0376001,-193.02,-222.652,-214.706,-11.2364,0.46773
0.0377001,-195.323,-215.094,-209.283,-11.2888,0.464693
0.0378001,-197.428,-207.324,-203.757,-11.3397,0.461575
0.0379001,-199.331,-199.349,-198.134,-11.3892,0.458378
0.0380001,-201.032,-191.178,-192.419,-11.4373,0.455103
0.0381001,-202.529,-182.818,-186.616,-11.484,0.451751
0.0382001,-203.82,-174.277,-180.732,-11.5292,0.448324
0.0383001,-204.903,-165.565,-174.77,-11.5729,0.444822
0.0384001,-205.779,-156.689,-168.737,-11.6151,0.441248
0.0385001,-206.446,-147.659,-162.638,-11.6557,0.437602
0.0386001,-206.903,-138.482,-156.478,-11.6948,0.433886
0.0387001,-207.15,-129.169,-150.262,-11.7324,0.430102
0.0388001,-207.186,-119.729,-143.997,-11.7684,0.426251
0.0389001,-207.013,-110.171,-137.687,-11.8028,0.422335
0.0390001,-206.629,-100.503,-131.339,-11.8357,0.418356
0.0391001,-206.036,-90.7368,-124.957,-11.8669,0.414315
0.0392001,-205.234,-80.8808,-118.547,-11.8965,0.410214
0.0393001,-204.224,-70.945,-112.115,-11.9246,0.406054
0.0394001,-203.006,-60.9391,-105.667,-11.951,0.401839
0.0395001,-201.582,-50.8731,-99.2078,-11.9758,0.39757
0.0396001,-199.954,-40.7569,-92.7433,-11.999,0.393248
0.0397001,-198.123,-30.6005,-86.2791,-12.0205,0.388877
0.0398001,-196.09,-20.4139,-79.8208,-12.0405,0.384458
0.0399001,-193.859,-10.2071,-73.3739,-12.0588,0.379993
0.0400001,-191.431,0.00971686,-66.9441,-12.0756,0.375485
0.0401001,-188.808,10.2265,-60.537,-12.0907,0.370937
0.0402001,-185.993,20.4333,-54.1579,-12.1042,0.366351
0.0403001,-182.99,30.6199,-47.8125,-12.1162,0.361729
0.0404001,-179.8,40.7762,-41.5062,-12.1266,0.357075
0.0405001,-176.428,50.8923,-35.2444,-12.1354,0.352391
0.0406001,-172.876,60.9582,-29.0325,-12.1426,0.347681
0.0407001,-169.148,70.9639,-22.8759,-12.1484,0.342946
0.0408001,-165.247,80.8996,-16.7798,-12.1526,0.338192
0.0409001,-161.178,90.7555,-10.7496,-12.1553,0.33342
0.0410001,-156.945,100.522,-4.79029,-12.1564,0.328635
0.0411001,-152.551,110.189,1.09289,-12.1562,0.323841
0.0412001,-148.002,119.747,6.89491,-12.1545,0.31904
0.0413001,-143.301,129.187,12.6108,-12.1513,0.314238
0.0414001,-138.453,138.5,18.2356,-12.1467,0.309438
0.0415001,-133.463,147.676,23.7645,-12.1408,0.304645
0.0416001,-128.337,156.706,29.1927,-12.1335,0.299863
0.0417001,-123.078,165.582,34.5156,-12.1249,0.295098
0.0418001,-117.692,174.294,39.7286,-12.1149,0.290354
0.0419001,-112.185,182.834,44.8272,-12.1037,0.285636
0.0420001,-106.562,191.194,49.807,-12.0913,0.280951
0.0421001,-100.829,199.365,54.6637,-12.0776,0.276304
0.0422001,-94.9905,207.339,59.393,-12.0628,0.271702
0.0423001,-89.053,215.109,63.991,-12.0468,0.26715
0.0424001,-83.0224,222.666,68.4537,-12.0297,0.262655
0.0425001,-76.9045,230.003,72.7771,-12.0115,0.258225
0.0426001,-70.7053,237.114,76.9575,-11.9922,0.253866
0.0427001,-64.431,243.991,80.9913,-11.972,0.249587
0.0428002,-58.0878,250.626,84.875,-11.9508,0.245396
0.0429002,-51.6818,257.015,88.6052,-11.9286,0.2413
0.0430002,-45.2195,263.15,92.1787,-11.9056,0.237308
0.0431002,-38.7071,269.025,95.5923,-11.8817,0.23343
0.0432002,-32.1512,274.634,98.843,-11.857,0.229674
0.0433002,-25.5581,279.973,101.928,-11.8315,0.22605
0.0434002,-18.9343,285.035,104.845,-11.8053,0.222567
0.0435002,-12.2864,289.816,107.59,-11.7784,0.219236
0.0436002,-5.62097,294.311,110.163,-11.7508,0.216066
0.0437002,1.05552,298.515,112.559,-11.7227,0.213067
0.0438002,7.73646,302.425,114.778,-11.694,0.21025
0.0439002,14.4153,306.036,116.817,-11.6648,0.207624
0.0440002,21.0854,309.346,118.675,-11.6351,0.205198
0.0441002,27.7402,312.35,120.349,-11.605,0.202983
0.0442002,34.3733,315.046,121.838,-11.5746,0.200986
0.0443002,40.9779,317.43,123.142,-11.5438,0.199217
0.0444002,47.5478,319.502,124.258,-11.5127,0.197682
0.0445002,54.0763,321.258,125.186,-11.4814,0.196389
0.0446002,60.5571,322.697,125.925,-11.4499,0.195343
0.0447002,66.9837,323.818,126.474,-11.4183,0.19455
0.0448002,73.35,324.619,126.832,-11.3866,0.194012
0.0449002,79.6495,325.1,127,-11.3549,0.193733
0.0450002,85.8761,325.26,126.977,-11.3231,0.193713
0.0451002,92.0237,325.099,126.764,-11.2914,0.193953
0.0452002,98.0862,324.617,126.359,-11.2598,0.194451
0.0453002,104.058,323.815,125.764,-11.2284,0.195205
