time,i1alpha,u1alpha,motorTorque,motorMechanicalAngularVelocity,|psi2|
0.241604,-114.059,157.005,-150.313,-63.0102,0.26244
0.241704,-108.784,165.875,-150.625,-63.0478,0.26289
0.241804,-103.4,174.582,-150.93,-63.0856,0.263325
0.241904,-97.9095,183.116,-151.229,-63.1234,0.263746
0.242004,-92.3199,191.469,-151.52,-63.1612,0.264153
0.242104,-86.6362,199.634,-151.805,-63.1992,0.264544
0.242204,-80.8642,207.601,-152.082,-63.2372,0.264922
0.242304,-75.0097,215.364,-152.353,-63.2753,0.265284
0.242404,-69.0785,222.914,-152.616,-63.3135,0.265633
0.242504,-63.0765,230.244,-152.872,-63.3517,0.265966
0.242604,-57.0098,237.347,-153.121,-63.39,0.266285
0.242704,-50.8844,244.216,-153.362,-63.4283,0.266589
0.242804,-44.7066,250.844,-153.596,-63.4667,0.266879
0.242904,-38.4824,257.224,-153.822,-63.5052,0.267154
0.243004,-32.2181,263.35,-154.042,-63.5437,0.267415
0.243104,-25.9199,269.216,-154.253,-63.5822,0.267661
0.243204,-19.5943,274.817,-154.457,-63.6208,0.267893
0.243304,-13.2474,280.146,-154.654,-63.6595,0.26811
0.243404,-6.88567,285.199,-154.842,-63.6982,0.268313
0.243504,-0.515461,289.971,-155.024,-63.737,0.268502
0.243604,5.85686,294.456,-155.197,-63.7758,0.268676
0.243704,12.2249,298.65,-155.364,-63.8146,0.268836
0.243804,18.5824,302.55,-155.522,-63.8535,0.268982
0.243904,24.9228,306.152,-155.673,-63.8924,0.269114
0.244004,31.24,309.451,-155.816,-63.9314,0.269232
0.244104,37.5275,312.445,-155.951,-63.9704,0.269336
0.244204,43.779,315.13,-156.079,-64.0094,0.269426
0.244304,49.9884,317.505,-156.2,-64.0484,0.269502
0.244404,56.1494,319.566,-156.312,-64.0875,0.269565
0.244504,62.2558,321.311,-156.418,-64.1266,0.269614
0.244604,68.3016,322.74,-156.515,-64.1657,0.26965
0.244704,74.2808,323.85,-156.605,-64.2049,0.269672
0.244804,80.1872,324.641,-156.688,-64.2441,0.269682
0.244904,86.015,325.111,-156.763,-64.2832,0.269678
0.245004,91.7585,325.26,-156.831,-64.3225,0.269661
0.245104,97.4118,325.088,-156.892,-64.3617,0.269631
0.245204,102.969,324.595,-156.945,-64.4009,0.269588
0.245304,108.426,323.782,-156.991,-64.4402,0.269533
0.245404,113.775,322.65,-157.03,-64.4794,0.269466
0.245504,119.012,321.199,-157.062,-64.5187,0.269386
0.245604,124.132,319.431,-157.086,-64.558,0.269294
0.245704,129.129,317.348,-157.104,-64.5972,0.269189
0.245804,133.999,314.952,-157.114,-64.6365,0.269073
0.245904,138.737,312.244,-157.118,-64.6758,0.268946
0.246004,143.337,309.229,-157.115,-64.7151,0.268806
0.246104,147.796,305.908,-157.106,-64.7543,0.268655
0.246204,152.108,302.286,-157.089,-64.7936,0.268493
0.246304,156.27,298.365,-157.066,-64.8329,0.26832
0.246404,160.277,294.15,-157.037,-64.8721,0.268136
0.246504,164.126,289.644,-157.001,-64.9114,0.267941
0.246604,167.812,284.853,-156.959,-64.9506,0.267736
0.246704,171.332,279.78,-156.911,-64.9899,0.26752
0.246804,174.682,274.432,-156.856,-65.0291,0.267294
0.246904,177.859,268.812,-156.796,-65.0683,0.267059
0.247004,180.86,262.928,-156.73,-65.1075,0.266813
0.247104,183.682,256.783,-156.657,-65.1466,0.266558
0.247204,186.321,250.386,-156.58,-65.1858,0.266293
0.247304,188.776,243.741,-156.496,-65.2249,0.266019
0.247404,191.044,236.855,-156.407,-65.264,0.265736
0.247504,193.122,229.736,-156.313,-65.3031,0.265445
0.247604,195.008,222.391,-156.213,-65.3421,0.265145
0.247704,196.701,214.825,-156.109,-65.3811,0.264836
0.247804,198.199,207.048,-155.999,-65.4202,0.264519
0.247904,199.499,199.066,-155.884,-65.4591,0.264195
0.248004,200.602,190.888,-155.765,-65.4981,0.263862
0.248104,201.506,182.522,-155.64,-65.537,0.263522
0.248204,202.21,173.975,-155.511,-65.5759,0.263175
0.248304,202.713,165.257,-155.378,-65.6147,0.262821
0.248404,203.014,156.375,-155.241,-65.6535,0.26246
0.248504,203.114,147.339,-155.099,-65.6923,0.262093
0.248604,203.013,138.158,-154.953,-65.731,0.261719
0.248704,202.709,128.841,-154.803,-65.7697,0.261339
0.248804,202.204,119.396,-154.649,-65.8084,0.260953
0.248904,201.498,109.834,-154.492,-65.847,0.260562
0.249004,200.592,100.163,-154.331,-65.8856,0.260165
0.249104,199.486,90.3929,-154.167,-65.9241,0.259764
0.249204,198.182,80.534,-153.999,-65.9626,0.259357
0.249304,196.681,70.5955,-153.828,-66.0011,0.258945
0.249404,194.985,60.5874,-153.654,-66.0395,0.25853
0.249504,193.094,50.5195,-153.477,-66.0779,0.25811
0.249604,191.012,40.4017,-153.298,-66.1162,0.257686
0.249704,188.739,30.2441,-153.115,-66.1545,0.257259
0.249804,186.279,20.0566,-152.931,-66.1927,0.256828
0.249904,183.633,9.84927,-152.743,-66.2309,0.256394
0.250004,180.804,-0.366212,-152.554,-66.269,0.255958
0.250104,177.796,-10.5813,-152.362,-66.3071,0.255518
0.250204,174.61,-20.786,-152.169,-66.3452,0.255077
0.250304,171.251,-30.9702,-151.973,-66.3831,0.254633
0.250404,167.72,-41.1238,-151.776,-66.4211,0.254187
0.250504,164.023,-51.2369,-151.577,-66.459,0.25374
0.250604,160.163,-61.2994,-151.377,-66.4968,0.253292
0.250704,156.143,-71.3014,-151.176,-66.5346,0.252842
0.250804,151.967,-81.2331,-150.973,-66.5724,0.252392
0.250904,147.639,-91.0846,-150.769,-66.6101,0.251941
0.251004,143.165,-100.846,-150.565,-66.6477,0.25149
0.251103,138.547,-110.508,-150.359,-66.6853,0.251039
0.251203,133.791,-120.062,-150.153,-66.7228,0.250588
0.251303,128.902,-129.496,-149.946,-66.7603,0.250138
0.251403,123.883,-138.803,-149.739,-66.7977,0.249688
0.251503,118.741,-147.973,-149.531,-66.8351,0.24924
0.251603,113.48,-156.997,-149.324,-66.8725,0.248792
0.251703,108.106,-165.866,-149.116,-66.9097,0.248346
0.251803,102.623,-174.572,-148.908,-66.947,0.247902
0.251903,97.0373,-183.105,-148.701,-66.9841,0.247461
0.252003,91.3543,-191.457,-148.493,-67.0213,0.247021
0.252103,85.5796,-199.621,-148.287,-67.0583,0.246584
0.252203,79.7189,-207.588,-148.08,-67.0954,0.246149
0.252303,73.7779,-215.35,-147.875,-67.1323,0.245718
0.252403,67.7626,-222.899,-147.67,-67.1692,0.24529
0.252503,61.6788,-230.229,-147.466,-67.2061,0.244866
0.252603,55.5326,-237.331,-147.263,-67.2429,0.244445
0.252703,49.3301,-244.199,-147.061,-67.2797,0.244028
0.252803,43.0773,-250.826,-146.86,-67.3164,0.243616
0.252903,36.7804,-257.206,-146.661,-67.3531,0.243207
0.253003,30.4457,-263.332,-146.463,-67.3897,0.242804
0.253103,24.0794,-269.198,-146.267,-67.4263,0.242405
0.253203,17.6879,-274.799,-146.072,-67.4628,0.242012
0.253303,11.2773,-280.129,-145.879,-67.4992,0.241624
0.253403,4.85405,-285.182,-145.687,-67.5357,0.241242
0.253503,-1.57551,-289.953,-145.498,-67.572,0.240865
0.253603,-8.00504,-294.439,-145.311,-67.6084,0.240494
0.253703,-14.4282,-298.634,-145.126,-67.6446,0.24013
0.253803,-20.8386,-302.535,-144.943,-67.6809,0.239771
0.253903,-27.23,-306.137,-144.762,-67.7171,0.23942
0.254003,-33.5961,-309.437,-144.584,-67.7532,0.239075
0.254103,-39.9305,-312.432,-144.408,-67.7893,0.238737
0.254203,-46.227,-315.118,-144.235,-67.8254,0.238406
0.254303,-52.4795,-317.494,-144.064,-67.8614,0.238083
0.254403,-58.6816,-319.556,-143.897,-67.8974,0.237767
0.254503,-64.8274,-321.303,-143.732,-67.9333,0.237459
0.254603,-70.9107,-322.733,-143.569,-67.9692,0.237159
0.254703,-76.9256,-323.845,-143.41,-68.005,0.236866
0.254803,-82.8661,-324.637,-143.254,-68.0409,0.236582
0.254903,-88.7263,-325.109,-143.101,-68.0766,0.236306
0.255003,-94.5005,-325.26,-142.951,-68.1124,0.236038
0.255103,-100.183,-325.09,-142.805,-68.1481,0.235779
0.255203,-105.768,-324.599,-142.661,-68.1837,0.235529
0.255303,-111.251,-323.789,-142.521,-68.2194,0.235287
0.255403,-116.625,-322.658,-142.385,-68.255,0.235055
0.255503,-121.885,-321.21,-142.252,-68.2905,0.234831
0.255603,-127.027,-319.444,-142.123,-68.326,0.234617
0.255703,-132.045,-317.363,-141.997,-68.3615,0.234412
0.255803,-136.935,-314.97,-141.875,-68.397,0.234216
0.255903,-141.69,-312.265,-141.756,-68.4325,0.23403
0.256003,-146.308,-309.252,-141.641,-68.4679,0.233853
0.256103,-150.783,-305.935,-141.531,-68.5033,0.233686
0.256203,-155.11,-302.315,-141.424,-68.5386,0.233528
0.256303,-159.287,-298.397,-141.32,-68.5739,0.233381
0.256403,-163.307,-294.185,-141.221,-68.6092,0.233243
0.256503,-167.169,-289.682,-141.126,-68.6445,0.233115
0.256603,-170.867,-284.894,-141.035,-68.6798,0.232997
0.256703,-174.398,-279.825,-140.947,-68.715,0.232888
0.256803,-177.758,-274.479,-140.864,-68.7502,0.23279
0.256903,-180.945,-268.863,-140.785,-68.7854,0.232702
0.257003,-183.955,-262.981,-140.71,-68.8206,0.232624
0.257103,-186.786,-256.84,-140.639,-68.8558,0.232556
0.257203,-189.433,-250.446,-140.573,-68.8909,0.232498
0.257303,-191.896,-243.804,-140.51,-68.926,0.23245
0.257403,-194.171,-236.922,-140.452,-68.9611,0.232412
0.257503,-196.256,-229.806,-140.398,-68.9962,0.232384
0.257603,-198.15,-222.464,-140.348,-69.0313,0.232366
0.257703,-199.85,-214.902,-140.302,-69.0664,0.232358
0.257803,-201.354,-207.128,-140.261,-69.1015,0.23236
0.257903,-202.662,-199.149,-140.224,-69.1365,0.232372
0.258003,-203.772,-190.974,-140.191,-69.1716,0.232394
0.258103,-204.683,-182.611,-140.162,-69.2066,0.232426
0.258203,-205.394,-174.067,-140.138,-69.2417,0.232468
0.258303,-205.904,-165.352,-140.118,-69.2767,0.232519
0.258403,-206.213,-156.474,-140.102,-69.3117,0.23258
0.258503,-206.32,-147.441,-140.09,-69.3467,0.232651
0.258602,-206.226,-138.263,-140.083,-69.3817,0.232731
0.258702,-205.931,-128.948,-140.08,-69.4168,0.232821
0.258802,-205.435,-119.506,-140.081,-69.4518,0.23292
0.258902,-204.738,-109.947,-140.086,-69.4868,0.233029
0.259002,-203.841,-100.278,-140.096,-69.5218,0.233147
0.259102,-202.746,-90.5111,-140.109,-69.5569,0.233274
0.259202,-201.453,-80.6546,-140.127,-69.5919,0.233409
0.259302,-199.963,-70.7186,-140.149,-69.6269,0.233554
0.259402,-198.278,-60.7127,-140.175,-69.662,0.233708
0.259502,-196.4,-50.647,-140.205,-69.697,0.23387
0.259602,-194.331,-40.5313,-140.239,-69.7321,0.234041
0.259702,-192.072,-30.3756,-140.278,-69.7671,0.234221
0.259802,-189.627,-20.19,-140.32,-69.8022,0.234408
0.259902,-186.997,-9.98439,-140.366,-69.8373,0.234604
0.260002,-184.185,0.231032,-140.416,-69.8724,0.234808
0.260102,-181.193,10.4462,-140.47,-69.9075,0.23502
0.260202,-178.026,20.6511,-140.528,-69.9427,0.23524
0.260302,-174.686,30.8356,-140.59,-69.9778,0.235467
0.260402,-171.176,40.9897,-140.655,-70.013,0.235702
0.260502,-167.499,51.1034,-140.724,-70.0482,0.235945
0.260602,-163.661,61.1666,-140.797,-70.0834,0.236194
0.260702,-159.663,71.1695,-140.874,-70.1186,0.236451
0.260802,-155.511,81.1022,-140.954,-70.1538,0.236714
0.260902,-151.209,90.9548,-141.038,-70.1891,0.236985
0.261002,-146.76,100.718,-141.125,-70.2244,0.237262
0.261102,-142.169,110.381,-141.216,-70.2597,0.237545
0.261202,-137.441,119.936,-141.31,-70.295,0.237834
0.261302,-132.581,129.372,-141.408,-70.3303,0.23813
0.261402,-127.592,138.681,-141.509,-70.3657,0.238432
0.261502,-122.481,147.853,-141.613,-70.4011,0.238739
0.261602,-117.252,156.879,-141.72,-70.4366,0.239052
0.261702,-111.911,165.75,-141.831,-70.472,0.239371
0.261802,-106.463,174.458,-141.945,-70.5075,0.239694
0.261902,-100.912,182.993,-142.061,-70.543,0.240023
0.262002,-95.2659,191.348,-142.181,-70.5786,0.240357
0.262102,-89.5288,199.514,-142.304,-70.6141,0.240696
0.262202,-83.7066,207.484,-142.429,-70.6497,0.241039
0.262302,-77.8053,215.248,-142.557,-70.6854,0.241386
0.262402,-71.8306,222.801,-142.688,-70.7211,0.241738
0.262502,-65.7886,230.133,-142.822,-70.7568,0.242094
0.262602,-59.6851,237.238,-142.958,-70.7925,0.242454
0.262702,-53.5262,244.11,-143.097,-70.8283,0.242817
0.262802,-47.3182,250.74,-143.239,-70.8641,0.243184
0.262902,-41.067,257.123,-143.383,-70.8999,0.243554
0.263002,-34.779,263.253,-143.529,-70.9358,0.243928
0.263102,-28.4603,269.122,-143.677,-70.9717,0.244304
0.263202,-22.1172,274.727,-143.828,-71.0077,0.244684
0.263302,-15.756,280.06,-143.981,-71.0437,0.245066
0.263402,-9.38306,285.117,-144.136,-71.0797,0.245451
0.263502,-3.0046,289.892,-144.293,-71.1158,0.245838
0.263602,3.37301,294.382,-144.452,-71.1519,0.246227
0.263702,9.74347,298.581,-144.613,-71.188,0.246618
0.263802,16.1005,302.485,-144.776,-71.2242,0.247011
0.263902,22.4377,306.091,-144.94,-71.2605,0.247406
0.264002,28.7488,309.395,-145.107,-71.2968,0.247802
0.264102,35.0277,312.394,-145.275,-71.3331,0.2482
0.264202,41.2681,315.085,-145.444,-71.3694,0.248599
0.264302,47.4638,317.464,-145.615,-71.4058,0.248998
0.264402,53.6087,319.531,-145.787,-71.4423,0.249399
0.264502,59.6967,321.282,-145.961,-71.4788,0.249801
0.264602,65.7218,322.716,-146.136,-71.5153,0.250203
0.264702,71.678,323.832,-146.313,-71.5519,0.250605
0.264802,77.5594,324.629,-146.49,-71.5885,0.251008
0.264902,83.3602,325.105,-146.669,-71.6252,0.251411
0.265002,89.0748,325.26,-146.848,-71.6619,0.251814
0.265102,94.6973,325.094,-147.029,-71.6986,0.252216
0.265202,100.222,324.608,-147.211,-71.7355,0.252619
0.265302,105.644,323.801,-147.393,-71.7723,0.25302
0.265402,110.958,322.675,-147.576,-71.8092,0.253422
0.265502,116.158,321.231,-147.76,-71.8461,0.253822
0.265602,121.24,319.47,-147.944,-71.8831,0.254222
0.265702,126.197,317.393,-148.129,-71.9202,0.254621
0.265802,131.026,315.003,-148.315,-71.9572,0.255019
0.265902,135.722,312.303,-148.501,-71.9944,0.255415
0.266002,140.279,309.294,-148.687,-72.0315,0.25581
0.266102,144.695,305.981,-148.874,-72.0687,0.256204
0.266201,148.963,302.365,-149.061,-72.106,0.256595
0.266301,153.08,298.451,-149.248,-72.1433,0.256986
0.266401,157.042,294.242,-149.436,-72.1807,0.257374
0.266501,160.845,289.744,-149.623,-72.2181,0.25776
0.266601,164.485,284.959,-149.81,-72.2555,0.258145
0.266701,167.959,279.893,-149.998,-72.293,0.258527
0.266801,171.263,274.552,-150.185,-72.3306,0.258907
0.266901,174.394,268.939,-150.372,-72.3682,0.259284
0.267001,177.349,263.061,-150.559,-72.4058,0.259659
0.267101,180.125,256.923,-150.745,-72.4435,0.260032
0.267201,182.72,250.532,-150.932,-72.4812,0.260401
0.267301,185.13,243.894,-151.118,-72.519,0.260768
0.267401,187.353,237.015,-151.303,-72.5569,0.261132
0.267501,189.388,229.902,-151.488,-72.5947,0.261493
0.267601,191.232,222.562,-151.672,-72.6326,0.261851
0.267701,192.884,215.003,-151.856,-72.6706,0.262206
0.267801,194.341,207.232,-152.039,-72.7086,0.262558
0.267901,195.603,199.256,-152.222,-72.7467,0.262907
0.268001,196.668,191.084,-152.403,-72.7848,0.263252
0.268101,197.535,182.723,-152.584,-72.8229,0.263593
0.268201,198.204,174.182,-152.764,-72.8611,0.263932
0.268301,198.674,165.469,-152.943,-72.8994,0.264266
0.268401,198.944,156.592,-153.121,-72.9376,0.264597
0.268501,199.014,147.561,-153.298,-72.976,0.264925
0.268601,198.884,138.385,-153.475,-73.0143,0.265248
0.268701,198.554,129.072,-153.65,-73.0527,0.265568
0.268801,198.025,119.632,-153.823,-73.0912,0.265884
0.268901,197.298,110.074,-153.996,-73.1297,0.266196
0.269001,196.372,100.407,-154.168,-73.1682,0.266504
0.269101,195.249,90.6409,-154.338,-73.2068,0.266808
0.269201,193.93,80.7856,-154.507,-73.2454,0.267108
0.269301,192.417,70.8505,-154.674,-73.2841,0.267404
0.269401,190.711,60.8455,-154.841,-73.3228,0.267695
0.269501,188.813,50.7805,-155.005,-73.3616,0.267983
0.269601,186.727,40.6654,-155.169,-73.4004,0.268266
0.269701,184.452,30.5102,-155.331,-73.4392,0.268545
0.269801,181.993,20.3249,-155.491,-73.4781,0.26882
0.269901,179.352,10.1195,-155.65,-73.517,0.26909
0.270001,176.531,-0.0958515,-155.807,-73.5559,0.269356
0.270101,173.533,-10.3111,-155.963,-73.5949,0.269618
0.270201,170.36,-20.5162,-156.117,-73.6339,0.269875
0.270301,167.018,-30.7011,-156.269,-73.673,0.270128
0.270401,163.507,-40.8556,-156.419,-73.7121,0.270376
0.270501,159.833,-50.9699,-156.568,-73.7513,0.27062
0.270601,155.999,-61.0338,-156.715,-73.7904,0.27086
0.270701,152.009,-71.0376,-156.861,-73.8297,0.271095
0.270801,147.866,-80.9712,-157.004,-73.8689,0.271326
0.270901,143.575,-90.825,-157.146,-73.9082,0.271552
0.271001,139.14,-100.589,-157.286,-73.9475,0.271773
0.271101,134.565,-110.254,-157.424,-73.9869,0.271991
0.271201,129.856,-119.81,-157.56,-74.0263,0.272203
0.271301,125.017,-129.248,-157.694,-74.0657,0.272411
0.271401,120.052,-138.559,-157.826,-74.1051,0.272615
0.271501,114.967,-147.732,-157.956,-74.1446,0.272814
0.271601,109.767,-156.76,-158.085,-74.1842,0.273009
0.271701,104.457,-165.634,-158.211,-74.2237,0.273199
0.271801,99.0421,-174.343,-158.335,-74.2633,0.273385
0.271901,93.5279,-182.881,-158.458,-74.3029,0.273566
0.272001,87.9199,-191.239,-158.578,-74.3425,0.273743
0.272101,82.2236,-199.407,-158.696,-74.3822,0.273915
0.272201,76.4448,-207.379,-158.813,-74.4219,0.274083
0.272301,70.5893,-215.147,-158.927,-74.4616,0.274247
0.272401,64.6628,-222.702,-159.039,-74.5014,0.274406
0.272501,58.6714,-230.037,-159.149,-74.5412,0.274561
0.272601,52.621,-237.146,-159.257,-74.581,0.274712
0.272701,46.5176,-244.02,-159.363,-74.6208,0.274858
0.272801,40.3673,-250.654,-159.467,-74.6607,0.275
0.272901,34.1762,-257.041,-159.569,-74.7006,0.275138
0.273001,27.9506,-263.173,-159.669,-74.7405,0.275271
0.273101,21.6966,-269.047,-159.766,-74.7805,0.2754
0.273201,15.4205,-274.654,-159.862,-74.8204,0.275526
0.273301,9.12855,-279.991,-159.955,-74.8604,0.275647
0.273401,2.82697,-285.052,-160.047,-74.9004,0.275764
0.273501,-3.47793,-289.831,-160.136,-74.9405,0.275876
0.273601,-9.77985,-294.324,-160.223,-74.9805,0.275985
0.273701,-16.0725,-298.527,-160.309,-75.0206,0.27609
0.2738,-22.3497,-302.435,-160.392,-75.0607,0.276191
0.2739,-28.6051,-306.046,-160.473,-75.1008,0.276288
0.274,-34.8325,-309.354,-160.552,-75.1409,0.276381
0.2741,-41.0257,-312.356,-160.629,-75.1811,0.276471
0.2742,-47.1785,-315.051,-160.704,-75.2213,0.276556
0.2743,-53.2848,-317.435,-160.777,-75.2615,0.276638
0.2744,-59.3385,-319.506,-160.848,-75.3017,0.276716
0.2745,-65.3336,-321.261,-160.917,-75.3419,0.27679
0.2746,-71.2641,-322.699,-160.984,-75.3821,0.276861
0.2747,-77.1241,-323.82,-161.049,-75.4224,0.276929
0.2748,-82.9078,-324.62,-161.112,-75.4627,0.276993
0.2749,-88.6095,-325.1,-161.173,-75.503,0.277053
0.275,-94.2234,-325.26,-161.233,-75.5433,0.27711
0.2751,-99.7439,-325.099,-161.29,-75.5836,0.277164
0.2752,-105.166,-324.617,-161.346,-75.6239,0.277214
0.2753,-110.483,-323.814,-161.399,-75.6643,0.277261
0.2754,-115.691,-322.692,-161.451,-75.7047,0.277305
0.2755,-120.784,-321.252,-161.501,-75.745,0.277346
0.2756,-125.758,-319.495,-161.549,-75.7854,0.277384
0.2757,-130.607,-317.423,-161.595,-75.8258,0.277419
0.2758,-135.326,-315.037,-161.64,-75.8662,0.277451
0.2759,-139.911,-312.341,-161.683,-75.9066,0.27748
0.276,-144.357,-309.336,-161.724,-75.9471,0.277506
0.2761,-148.66,-306.026,-161.763,-75.9875,0.277529
0.2762,-152.816,-302.415,-161.801,-76.028,0.27755
0.2763,-156.82,-298.505,-161.837,-76.0684,0.277568
0.2764,-160.668,-294.3,-161.871,-76.1089,0.277583
0.2765,-164.357,-289.805,-161.904,-76.1494,0.277596
0.2766,-167.883,-285.024,-161.935,-76.1898,0.277606
0.2767,-171.242,-279.962,-161.965,-76.2303,0.277614
0.2768,-174.432,-274.624,-161.993,-76.2708,0.27762
0.2769,-177.448,-269.015,-162.02,-76.3113,0.277623
0.277,-180.288,-263.14,-162.045,-76.3519,0.277624
0.2771,-182.95,-257.006,-162.069,-76.3924,0.277623
0.2772,-185.429,-250.618,-162.091,-76.4329,0.27762
0.2773,-187.725,-243.983,-162.112,-76.4734,0.277615
0.2774,-189.835,-237.107,-162.132,-76.514,0.277608
0.2775,-191.756,-229.997,-162.15,-76.5545,0.277599
0.2776,-193.486,-222.661,-162.167,-76.595,0.277588
0.2777,-195.025,-215.104,-162.182,-76.6356,0.277575
0.2778,-196.371,-207.336,-162.197,-76.6761,0.277561
0.2779,-197.521,-199.363,-162.21,-76.7167,0.277545
0.278,-198.475,-191.193,-162.222,-76.7572,0.277528
0.2781,-199.233,-182.835,-162.233,-76.7978,0.277509
0.2782,-199.793,-174.296,-162.242,-76.8383,0.277488
0.2783,-200.154,-165.585,-162.251,-76.8789,0.277467
0.2784,-200.318,-156.711,-162.258,-76.9195,0.277444
0.2785,-200.282,-147.682,-162.265,-76.96,0.277419
0.2786,-200.047,-138.507,-162.27,-77.0006,0.277394
0.2787,-199.615,-129.196,-162.274,-77.0412,0.277367
0.2788,-198.984,-119.758,-162.278,-77.0817,0.27734
0.2789,-198.156,-110.201,-162.28,-77.1223,0.277311
0.279,-197.131,-100.535,-162.282,-77.1629,0.277282
0.2791,-195.91,-90.7707,-162.283,-77.2035,0.277251
0.2792,-194.496,-80.9165,-162.283,-77.244,0.27722
0.2793,-192.888,-70.9824,-162.282,-77.2846,0.277189
0.2794,-191.089,-60.9783,-162.28,-77.3252,0.277156
0.2795,-189.101,-50.914,-162.278,-77.3658,0.277123
0.2796,-186.925,-40.7995,-162.275,-77.4063,0.27709
0.2797,-184.564,-30.6448,-162.271,-77.4469,0.277056
0.2798,-182.02,-20.4598,-162.267,-77.4875,0.277021
0.2799,-179.295,-10.2546,-162.261,-77.528,0.276987
0.28,-176.393,-0.039329,-162.256,-77.5686,0.276952
0.2801,-173.315,10.176,-162.25,-77.6092,0.276917
0.2802,-170.066,20.3813,-162.243,-77.6497,0.276881
0.2803,-166.649,30.5665,-162.235,-77.6903,0.276846
0.2804,-163.066,40.7215,-162.228,-77.7308,0.276811
0.2805,-159.321,50.8364,-162.219,-77.7714,0.276776
0.2806,-155.419,60.901,-162.211,-77.8119,0.27674
0.2807,-151.363,70.9057,-162.202,-77.8525,0.276706
0.2808,-147.156,80.8403,-162.192,-77.893,0.276671
0.2809,-142.804,90.6952,-162.183,-77.9336,0.276636
0.281,-138.311,100.461,-162.173,-77.9741,0.276602
0.2811,-133.68,110.127,-162.162,-78.0147,0.276569
0.2812,-128.917,119.685,-162.152,-78.0552,0.276536
0.2813,-124.027,129.124,-162.141,-78.0957,0.276503
0.281399,-119.013,138.436,-162.13,-78.1363,0.276471
0.281499,-113.882,147.612,-162.118,-78.1768,0.276439
0.281599,-108.638,156.642,-162.107,-78.2173,0.276409
0.281699,-103.287,165.517,-162.096,-78.2579,0.276379
0.281799,-97.8332,174.229,-162.084,-78.2984,0.276349
0.281899,-92.2828,182.769,-162.072,-78.3389,0.276321
0.281999,-86.6412,191.129,-162.061,-78.3794,0.276294
0.282099,-80.914,199.301,-162.049,-78.4199,0.276267
0.282199,-75.1067,207.275,-162.037,-78.4604,0.276242
0.282299,-69.2253,215.045,-162.026,-78.5009,0.276217
0.282399,-63.2755,222.603,-162.014,-78.5414,0.276194
0.282499,-57.2632,229.942,-162.003,-78.5819,0.276172
0.282599,-51.1945,237.053,-161.991,-78.6224,0.276151
0.282699,-45.0753,243.931,-161.98,-78.6629,0.276131
0.282799,-38.9116,250.568,-161.969,-78.7034,0.276112
0.282899,-32.7098,256.958,-161.958,-78.7439,0.276095
0.282999,-26.4758,263.094,-161.947,-78.7844,0.27608
0.283099,-20.2158,268.971,-161.937,-78.8249,0.276065
0.283199,-13.9361,274.582,-161.926,-78.8654,0.276052
0.283299,-7.64298,279.922,-161.916,-78.9058,0.276041
0.283399,-1.34256,284.986,-161.907,-78.9463,0.276031
0.283499,4.95887,289.769,-161.897,-78.9868,0.276022
0.283599,11.2551,294.267,-161.888,-79.0273,0.276016
0.283699,17.5398,298.473,-161.88,-79.0677,0.276011
0.283799,23.8067,302.386,-161.871,-79.1082,0.276007
0.283899,30.0498,306,-161.863,-79.1487,0.276005
0.283999,36.2627,309.312,-161.856,-79.1891,0.276005
0.284099,42.4394,312.319,-161.849,-79.2296,0.276007
0.284199,48.5737,315.017,-161.842,-79.2701,0.27601
0.284299,54.6595,317.405,-161.836,-79.3105,0.276016
0.284399,60.6908,319.48,-161.831,-79.351,0.276023
0.284499,66.6616,321.24,-161.826,-79.3914,0.276032
0.284599,72.566,322.682,-161.821,-79.4319,0.276043
0.284699,78.3982,323.807,-161.817,-79.4723,0.276056
0.284799,84.1524,324.612,-161.814,-79.5128,0.276071
0.284899,89.8228,325.096,-161.811,-79.5532,0.276088
0.284999,95.404,325.26,-161.809,-79.5937,0.276106
0.285099,100.89,325.103,-161.807,-79.6341,0.276127
0.285199,106.276,324.625,-161.806,-79.6746,0.27615
0.285299,111.557,323.827,-161.806,-79.715,0.276175
0.285399,116.726,322.709,-161.807,-79.7555,0.276202
0.285499,121.78,321.273,-161.808,-79.7959,0.276231
0.285599,126.713,319.52,-161.81,-79.8364,0.276262
0.285699,131.519,317.452,-161.812,-79.8768,0.276296
0.285799,136.196,315.071,-161.815,-79.9173,0.276331
0.285899,140.737,312.378,-161.819,-79.9577,0.276369
0.285999,145.138,309.378,-161.824,-79.9982,0.276408
0.286099,149.396,306.072,-161.83,-80.0387,0.27645
0.286199,153.505,302.464,-161.836,-80.0791,0.276494
0.286299,157.462,298.558,-161.843,-80.1196,0.276541
0.286399,161.263,294.358,-161.851,-80.16,0.276589
0.286499,164.904,289.867,-161.86,-80.2005,0.27664
0.286599,168.381,285.089,-161.87,-80.241,0.276692
0.286699,171.692,280.031,-161.88,-80.2814,0.276747
0.286799,174.832,274.696,-161.892,-80.3219,0.276805
0.286899,177.799,269.091,-161.904,-80.3624,0.276864
0.286999,180.589,263.22,-161.917,-80.4029,0.276926
0.287099,183.201,257.089,-161.931,-80.4434,0.27699
0.287199,185.631,250.704,-161.946,-80.4838,0.277056
0.287299,187.878,244.072,-161.962,-80.5243,0.277124
0.287399,189.938,237.2,-161.978,-80.5648,0.277195
0.287499,191.81,230.093,-161.996,-80.6053,0.277267
0.287599,193.493,222.759,-162.015,-80.6458,0.277342
