time,|psi2|,i1alpha,motorMechanicalAngularVelocity
0.434979,0.810997,-45.8345,-154.554
0.435079,0.811579,-47.184,-154.588
0.435179,0.812161,-48.4794,-154.621
0.435279,0.812742,-49.7199,-154.654
0.435379,0.813323,-50.9046,-154.687
0.435479,0.813903,-52.0328,-154.72
0.435579,0.814482,-53.1037,-154.753
0.435679,0.815061,-54.1168,-154.786
0.435779,0.815639,-55.0714,-154.818
0.435879,0.816217,-55.967,-154.851
0.435979,0.816794,-56.8032,-154.883
0.436079,0.817371,-57.5796,-154.915
0.436179,0.817947,-58.2958,-154.947
0.436279,0.818522,-58.9517,-154.979
0.436379,0.819097,-59.5469,-155.011
0.436479,0.819672,-60.0814,-155.043
0.436579,0.820245,-60.555,-155.075
0.436679,0.820818,-60.9678,-155.106
0.436779,0.821391,-61.3198,-155.138
0.436879,0.821963,-61.6112,-155.169
0.436979,0.822534,-61.8419,-155.2
0.437079,0.823104,-62.0124,-155.231
0.437179,0.823674,-62.1228,-155.262
0.437279,0.824244,-62.1736,-155.293
0.437379,0.824812,-62.165,-155.323
0.437479,0.82538,-62.0976,-155.354
0.437579,0.825948,-61.9718,-155.384
0.437679,0.826514,-61.7883,-155.415
0.437779,0.827081,-61.5476,-155.445
0.437879,0.827646,-61.2504,-155.475
0.437979,0.828211,-60.8974,-155.505
0.438079,0.828775,-60.4893,-155.535
0.438179,0.829338,-60.0271,-155.564
0.438279,0.829901,-59.5115,-155.594
0.438379,0.830463,-58.9434,-155.623
0.438479,0.831025,-58.3238,-155.653
0.438579,0.831586,-57.6537,-155.682
0.438679,0.832146,-56.9341,-155.711
0.438779,0.832705,-56.1661,-155.74
0.438879,0.833264,-55.3508,-155.769
0.438979,0.833822,-54.4893,-155.798
0.439079,0.834379,-53.5829,-155.826
0.439179,0.834936,-52.6328,-155.855
0.439279,0.835492,-51.6401,-155.883
0.439379,0.836047,-50.6062,-155.911
0.439479,0.836601,-49.5325,-155.939
0.439579,0.837155,-48.4201,-155.967
0.439679,0.837708,-47.2706,-155.995
0.439779,0.838261,-46.0853,-156.023
0.439879,0.838812,-44.8656,-156.051
0.439979,0.839363,-43.6129,-156.078
0.440079,0.839914,-42.3288,-156.105
0.440179,0.840463,-41.0146,-156.133
0.440279,0.841012,-39.6719,-156.16
0.440378,0.84156,-38.3022,-156.187
0.440478,0.842107,-36.9069,-156.214
0.440578,0.842654,-35.4877,-156.24
0.440678,0.8432,-34.046,-156.267
0.440778,0.843745,-32.5835,-156.294
0.440878,0.844289,-31.1016,-156.32
0.440978,0.844833,-29.6019,-156.346
0.441078,0.845376,-28.086,-156.372
0.441178,0.845918,-26.5554,-156.398
0.441278,0.84646,-25.0118,-156.424
0.441378,0.847,-23.4566,-156.45
0.441478,0.84754,-21.8914,-156.476
0.441578,0.848079,-20.3179,-156.501
0.441678,0.848618,-18.7374,-156.527
0.441778,0.849155,-17.1516,-156.552
0.441878,0.849692,-15.5621,-156.577
0.441978,0.850228,-13.9702,-156.602
0.442078,0.850763,-12.3776,-156.627
0.442178,0.851298,-10.7857,-156.652
0.442278,0.851831,-9.19608,-156.676
0.442378,0.852364,-7.61009,-156.701
0.442478,0.852897,-6.02923,-156.725
0.442578,0.853428,-4.45492,-156.75
0.442678,0.853959,-2.88857,-156.774
0.442778,0.854488,-1.33158,-156.798
0.442878,0.855017,0.214694,-156.822
0.442978,0.855546,1.7489,-156.846
0.443078,0.856073,3.26973,-156.869
0.443178,0.8566,4.77588,-156.893
0.443278,0.857125,6.26608,-156.916
0.443378,0.85765,7.7391,-156.939
0.443478,0.858174,9.19372,-156.963
0.443578,0.858698,10.6288,-156.986
0.443678,0.85922,12.0431,-157.008
0.443778,0.859742,13.4355,-157.031
0.443878,0.860263,14.8051,-157.054
0.443978,0.860783,16.1506,-157.076
0.444078,0.861302,17.4711,-157.099
0.444178,0.86182,18.7655,-157.121
0.444278,0.862338,20.0331,-157.143
0.444378,0.862854,21.2727,-157.165
0.444478,0.86337,22.4835,-157.187
0.444578,0.863885,23.6647,-157.209
0.444678,0.864399,24.8155,-157.231
0.444778,0.864912,25.935,-157.252
0.444878,0.865424,27.0226,-157.274
0.444978,0.865936,28.0775,-157.295
0.445078,0.866446,29.0991,-157.316
0.445178,0.866956,30.0867,-157.337
0.445278,0.867465,31.0398,-157.358
0.445378,0.867973,31.9578,-157.379
0.445478,0.86848,32.8402,-157.399
0.445578,0.868986,33.6865,-157.42
0.445678,0.869492,34.4963,-157.44
0.445778,0.869996,35.2692,-157.461
0.445878,0.8705,36.0048,-157.481
0.445978,0.871002,36.7028,-157.501
0.446078,0.871504,37.3629,-157.521
0.446178,0.872005,37.9848,-157.54
0.446278,0.872505,38.5685,-157.56
0.446378,0.873004,39.1136,-157.58
0.446478,0.873502,39.6201,-157.599
0.446578,0.873999,40.0879,-157.618
0.446678,0.874496,40.5169,-157.637
0.446778,0.874991,40.907,-157.657
0.446878,0.875485,41.2583,-157.675
0.446978,0.875979,41.5709,-157.694
0.447078,0.876471,41.8448,-157.713
0.447178,0.876963,42.0802,-157.731
0.447278,0.877454,42.2771,-157.75
0.447378,0.877944,42.4358,-157.768
0.447478,0.878432,42.5564,-157.786
0.447578,0.87892,42.6393,-157.804
0.447678,0.879407,42.6847,-157.822
0.447778,0.879893,42.693,-157.84
0.447877,0.880378,42.6643,-157.858
0.447977,0.880863,42.5992,-157.875
0.448077,0.881346,42.4981,-157.893
0.448177,0.881828,42.3613,-157.91
0.448277,0.882309,42.1892,-157.927
0.448377,0.88279,41.9825,-157.944
0.448477,0.883269,41.7416,-157.961
0.448577,0.883748,41.4669,-157.978
0.448677,0.884225,41.1591,-157.995
0.448777,0.884702,40.8188,-158.011
0.448877,0.885177,40.4465,-158.028
0.448977,0.885652,40.0429,-158.044
0.449077,0.886126,39.6086,-158.06
0.449177,0.886598,39.1443,-158.076
0.449277,0.88707,38.6506,-158.092
0.449377,0.887541,38.1282,-158.108
0.449477,0.888011,37.5779,-158.124
0.449577,0.88848,37.0004,-158.14
0.449677,0.888947,36.3964,-158.155
0.449777,0.889414,35.7667,-158.17
0.449877,0.88988,35.1121,-158.186
0.449977,0.890345,34.4333,-158.201
0.450077,0.890809,33.7313,-158.216
0.450177,0.891272,33.0066,-158.231
0.450277,0.891734,32.2603,-158.246
0.450377,0.892195,31.4931,-158.26
0.450477,0.892655,30.7059,-158.275
0.450577,0.893115,29.8994,-158.289
0.450677,0.893573,29.0747,-158.303
0.450777,0.89403,28.2324,-158.318
0.450877,0.894486,27.3735,-158.332
0.450977,0.894941,26.4989,-158.346
0.451077,0.895396,25.6094,-158.359
0.451177,0.895849,24.706,-158.373
0.451277,0.896301,23.7893,-158.387
0.451377,0.896753,22.8605,-158.4
0.451477,0.897203,21.9202,-158.413
0.451577,0.897652,20.9695,-158.427
0.451677,0.898101,20.0092,-158.44
0.451777,0.898548,19.0401,-158.453
0.451877,0.898994,18.0631,-158.466
0.451977,0.89944,17.0792,-158.478
0.452077,0.899884,16.0891,-158.491
0.452177,0.900328,15.0937,-158.504
0.452277,0.90077,14.0938,-158.516
0.452377,0.901211,13.0904,-158.528
0.452477,0.901652,12.0843,-158.54
0.452577,0.902091,11.0762,-158.552
0.452677,0.90253,10.067,-158.564
0.452777,0.902967,9.0576,-158.576
0.452877,0.903404,8.0487,-158.588
0.452977,0.903839,7.04114,-158.6
0.453077,0.904274,6.0357,-158.611
0.453177,0.904707,5.03315,-158.622
0.453277,0.90514,4.03427,-158.634
0.453377,0.905571,3.0398,-158.645
0.453477,0.906001,2.05049,-158.656
0.453577,0.906431,1.06707,-158.667
0.453677,0.906859,0.0902565,-158.677
0.453777,0.907287,-0.87925,-158.688
0.453877,0.907713,-1.84076,-158.699
0.453977,0.908138,-2.79359,-158.709
0.454077,0.908563,-3.73709,-158.719
0.454177,0.908986,-4.6706,-158.73
0.454277,0.909409,-5.5935,-158.74
0.454377,0.90983,-6.50517,-158.75
0.454477,0.91025,-7.405,-158.76
0.454577,0.910669,-8.29242,-158.769
0.454677,0.911088,-9.16684,-158.779
0.454777,0.911505,-10.0277,-158.789
0.454877,0.911921,-10.8745,-158.798
0.454977,0.912336,-11.7067,-158.807
0.455077,0.91275,-12.5238,-158.817
0.455177,0.913164,-13.3253,-158.826
0.455277,0.913576,-14.1107,-158.835
0.455377,0.913987,-14.8796,-158.844
0.455476,0.914397,-15.6316,-158.852
0.455576,0.914806,-16.3662,-158.861
0.455676,0.915214,-17.083,-158.87
0.455776,0.915621,-17.7816,-158.878
0.455876,0.916026,-18.4617,-158.886
0.455976,0.916431,-19.1229,-158.895
0.456076,0.916835,-19.7649,-158.903
0.456176,0.917238,-20.3874,-158.911
0.456276,0.917639,-20.99,-158.919
0.456376,0.91804,-21.5725,-158.926
0.456476,0.91844,-22.1347,-158.934
0.456576,0.918838,-22.6762,-158.942
0.456676,0.919236,-23.1969,-158.949
0.456776,0.919632,-23.6965,-158.956
0.456876,0.920028,-24.1748,-158.964
0.456976,0.920422,-24.6317,-158.971
0.457076,0.920816,-25.067,-158.978
0.457176,0.921208,-25.4805,-158.985
0.457276,0.921599,-25.8721,-158.992
0.457376,0.92199,-26.2418,-158.998
0.457476,0.922379,-26.5893,-159.005
0.457576,0.922767,-26.9147,-159.012
0.457676,0.923154,-27.2178,-159.018
0.457776,0.92354,-27.4986,-159.024
0.457876,0.923925,-27.7571,-159.031
0.457976,0.924309,-27.9932,-159.037
0.458076,0.924692,-28.207,-159.043
0.458176,0.925074,-28.3985,-159.049
0.458276,0.925455,-28.5676,-159.054
0.458376,0.925834,-28.7144,-159.06
0.458476,0.926213,-28.8391,-159.066
0.458576,0.926591,-28.9415,-159.071
0.458676,0.926968,-29.0219,-159.077
0.458776,0.927343,-29.0803,-159.082
0.458876,0.927718,-29.1168,-159.087
0.458976,0.928091,-29.1316,-159.092
0.459076,0.928464,-29.1248,-159.097
0.459176,0.928835,-29.0965,-159.102
0.459276,0.929206,-29.0469,-159.107
0.459376,0.929575,-28.9762,-159.112
0.459476,0.929943,-28.8845,-159.116
0.459576,0.930311,-28.772,-159.121
0.459676,0.930677,-28.6391,-159.125
0.459776,0.931042,-28.4858,-159.13
0.459876,0.931406,-28.3124,-159.134
0.459976,0.93177,-28.1191,-159.138
0.460076,0.932132,-27.9063,-159.142
0.460176,0.932493,-27.6741,-159.146
0.460276,0.932853,-27.4228,-159.15
0.460376,0.933212,-27.1528,-159.153
0.460476,0.93357,-26.8642,-159.157
0.460576,0.933927,-26.5575,-159.161
0.460676,0.934283,-26.2329,-159.164
0.460776,0.934638,-25.8908,-159.167
0.460876,0.934992,-25.5314,-159.171
0.460976,0.935345,-25.1551,-159.174
0.461076,0.935697,-24.7623,-159.177
0.461176,0.936048,-24.3533,-159.18
0.461276,0.936398,-23.9284,-159.183
0.461376,0.936746,-23.4881,-159.186
0.461476,0.937094,-23.0327,-159.188
0.461576,0.937441,-22.5626,-159.191
0.461676,0.937787,-22.0782,-159.194
0.461776,0.938132,-21.5798,-159.196
0.461876,0.938475,-21.0679,-159.198
0.461976,0.938818,-20.543,-159.201
0.462076,0.93916,-20.0053,-159.203
0.462176,0.939501,-19.4553,-159.205
0.462276,0.93984,-18.8935,-159.207
0.462376,0.940179,-18.3203,-159.209
0.462476,0.940517,-17.7361,-159.211
0.462576,0.940854,-17.1413,-159.212
0.462676,0.941189,-16.5365,-159.214
0.462776,0.941524,-15.922,-159.216
0.462876,0.941858,-15.2983,-159.217
0.462976,0.94219,-14.6659,-159.218
0.463075,0.942522,-14.0252,-159.22
0.463175,0.942853,-13.3767,-159.221
0.463275,0.943182,-12.7208,-159.222
0.463375,0.943511,-12.058,-159.223
0.463475,0.943838,-11.3889,-159.224
0.463575,0.944165,-10.7138,-159.225
0.463675,0.944491,-10.0333,-159.226
0.463775,0.944815,-9.3478,-159.227
0.463875,0.945139,-8.65781,-159.227
0.463975,0.945462,-7.96381,-159.228
0.464075,0.945783,-7.26629,-159.228
0.464175,0.946104,-6.56572,-159.229
0.464275,0.946423,-5.86261,-159.229
0.464375,0.946742,-5.15743,-159.229
0.464475,0.947059,-4.45066,-159.229
0.464575,0.947376,-3.74281,-159.229
0.464675,0.947692,-3.03435,-159.229
0.464775,0.948006,-2.32576,-159.229
0.464875,0.94832,-1.61754,-159.229
0.464975,0.948632,-0.910177,-159.229
0.465075,0.948944,-0.204144,-159.228
0.465175,0.949254,0.500071,-159.228
0.465275,0.949564,1.20199,-159.227
0.465375,0.949872,1.90113,-159.227
0.465475,0.95018,2.59702,-159.226
0.465575,0.950487,3.28918,-159.225
0.465675,0.950792,3.97714,-159.225
0.465775,0.951097,4.66043,-159.224
0.465875,0.9514,5.33858,-159.223
0.465975,0.951703,6.01113,-159.222
0.466075,0.952004,6.67762,-159.221
0.466175,0.952305,7.3376,-159.219
0.466275,0.952604,7.99062,-159.218
0.466375,0.952903,8.63622,-159.217
0.466475,0.953201,9.27397,-159.215
0.466575,0.953497,9.90342,-159.214
0.466675,0.953793,10.5241,-159.212
0.466775,0.954087,11.1357,-159.211
0.466875,0.954381,11.7377,-159.209
0.466975,0.954673,12.3297,-159.207
0.467075,0.954965,12.9114,-159.205
0.467175,0.955256,13.4822,-159.204
0.467275,0.955545,14.0418,-159.202
0.467375,0.955834,14.5898,-159.199
0.467475,0.956122,15.1259,-159.197
0.467575,0.956408,15.6496,-159.195
0.467675,0.956694,16.1606,-159.193
0.467775,0.956979,16.6586,-159.191
0.467875,0.957263,17.1431,-159.188
0.467975,0.957545,17.6138,-159.186
0.468075,0.957827,18.0705,-159.183
0.468175,0.958108,18.5128,-159.181
0.468275,0.958388,18.9403,-159.178
0.468375,0.958667,19.3528,-159.175
0.468475,0.958944,19.7499,-159.172
0.468575,0.959221,20.1314,-159.17
0.468675,0.959497,20.4971,-159.167
0.468775,0.959772,20.8466,-159.164
0.468875,0.960047,21.1796,-159.161
0.468975,0.96032,21.496,-159.158
0.469075,0.960592,21.7955,-159.154
0.469175,0.960863,22.0779,-159.151
0.469275,0.961133,22.343,-159.148
0.469375,0.961403,22.5906,-159.145
0.469475,0.961671,22.8205,-159.141
0.469575,0.961938,23.0325,-159.138
0.469675,0.962205,23.2264,-159.134
0.469775,0.96247,23.4022,-159.131
0.469875,0.962735,23.5596,-159.127
0.469975,0.962999,23.6987,-159.123
0.470075,0.963261,23.8191,-159.119
0.470175,0.963523,23.9209,-159.116
0.470275,0.963784,24.004,-159.112
0.470375,0.964044,24.0683,-159.108
0.470475,0.964303,24.1137,-159.104
0.470574,0.964561,24.1402,-159.1
0.470674,0.964818,24.1478,-159.096
0.470774,0.965074,24.1365,-159.091
0.470874,0.96533,24.1062,-159.087
0.470974,0.965584,24.057,-159.083
0.471074,0.965837,23.9888,-159.079
0.471174,0.96609,23.9019,-159.074
0.471274,0.966342,23.7961,-159.07
0.471374,0.966592,23.6716,-159.065
0.471474,0.966842,23.5284,-159.061
0.471574,0.967091,23.3667,-159.056
0.471674,0.967339,23.1866,-159.052
0.471774,0.967586,22.9882,-159.047
0.471874,0.967833,22.7716,-159.042
0.471974,0.968078,22.537,-159.037
0.472074,0.968322,22.2846,-159.032
0.472174,0.968566,22.0145,-159.028
0.472274,0.968809,21.7271,-159.023
0.472374,0.96905,21.4223,-159.018
0.472474,0.969291,21.1006,-159.013
0.472574,0.969531,20.7622,-159.007
0.472674,0.96977,20.4072,-159.002
0.472774,0.970008,20.036,-158.997
0.472874,0.970246,19.6489,-158.992
0.472974,0.970482,19.2461,-158.987
0.473074,0.970717,18.828,-158.981
0.473174,0.970952,18.3949,-158.976
0.473274,0.971186,17.9471,-158.97
0.473374,0.971419,17.4849,-158.965
0.473474,0.971651,17.0089,-158.959
0.473574,0.971882,16.5192,-158.954
0.473674,0.972112,16.0164,-158.948
0.473774,0.972342,15.5007,-158.943
0.473874,0.97257,14.9727,-158.937
0.473974,0.972798,14.4326,-158.931
0.474074,0.973024,13.8811,-158.925
0.474174,0.97325,13.3185,-158.919
0.474274,0.973475,12.7452,-158.914
0.474374,0.973699,12.1617,-158.908
0.474474,0.973923,11.5686,-158.902
0.474574,0.974145,10.9662,-158.896
0.474674,0.974367,10.3551,-158.89
0.474774,0.974587,9.73573,-158.884
0.474874,0.974807,9.10867,-158.877
0.474974,0.975026,8.4744,-158.871
0.475074,0.975244,7.83346,-158.865
0.475174,0.975461,7.18636,-158.859
0.475274,0.975677,6.53365,-158.853
0.475374,0.975893,5.87587,-158.846
0.475474,0.976107,5.21356,-158.84
0.475574,0.976321,4.54729,-158.834
0.475674,0.976534,3.87761,-158.827
0.475774,0.976746,3.20509,-158.821
0.475874,0.976957,2.53028,-158.814
0.475974,0.977167,1.85377,-158.808
0.476074,0.977377,1.17612,-158.801
0.476174,0.977585,0.49792,-158.794
0.476274,0.977793,-0.180266,-158.788
0.476374,0.978,-0.857853,-158.781
0.476474,0.978206,-1.53426,-158.774
0.476574,0.978411,-2.20891,-158.768
0.476674,0.978616,-2.88122,-158.761
0.476774,0.978819,-3.55061,-158.754
0.476874,0.979022,-4.21651,-158.747
0.476974,0.979224,-4.87833,-158.74
0.477074,0.979425,-5.53551,-158.734
0.477174,0.979625,-6.18746,-158.727
0.477274,0.979824,-6.83363,-158.72
0.477374,0.980023,-7.47345,-158.713
0.477474,0.98022,-8.10635,-158.706
0.477574,0.980417,-8.73179,-158.699
0.477674,0.980613,-9.34921,-158.692
0.477774,0.980808,-9.95807,-158.684
0.477874,0.981003,-10.5578,-158.677
0.477974,0.981196,-11.148,-158.67
0.478074,0.981389,-11.7279,-158.663
0.478173,0.981581,-12.2972,-158.656
0.478273,0.981772,-12.8554,-158.649
0.478373,0.981962,-13.4019,-158.641
0.478473,0.982151,-13.9362,-158.634
0.478573,0.98234,-14.4578,-158.627
0.478673,0.982528,-14.9664,-158.619
0.478773,0.982715,-15.4614,-158.612
0.478873,0.982901,-15.9424,-158.605
0.478973,0.983087,-16.409,-158.597
0.479073,0.983271,-16.8607,-158.59
0.479173,0.983455,-17.2971,-158.582
0.479273,0.983638,-17.7179,-158.575
0.479373,0.98382,-18.1226,-158.567
0.479473,0.984002,-18.511,-158.56
0.479573,0.984182,-18.8825,-158.552
0.479673,0.984362,-19.237,-158.545
0.479773,0.984541,-19.574,-158.537
0.479873,0.98472,-19.8933,-158.53
0.479973,0.984897,-20.1946,-158.522
0.480073,0.985074,-20.4775,-158.514
0.480173,0.98525,-20.7419,-158.507
0.480273,0.985425,-20.9876,-158.499
0.480373,0.9856,-21.2141,-158.491
0.480473,0.985773,-21.4215,-158.484
0.480573,0.985946,-21.6094,-158.476
0.480673,0.986118,-21.7777,-158.468
0.480773,0.98629,-21.9263,-158.46
0.480873,0.986461,-22.0549,-158.453
0.480973,0.98663,-22.1636,-158.445
0.481073,0.986799,-22.2522,-158.437
0.481173,0.986968,-22.3205,-158.429
0.481273,0.987136,-22.3686,-158.421
0.481373,0.987303,-22.3964,-158.413
0.481473,0.987469,-22.4039,-158.406
0.481573,0.987634,-22.3911,-158.398
0.481673,0.987799,-22.358,-158.39
0.481773,0.987963,-22.3045,-158.382
0.481873,0.988126,-22.2309,-158.374
0.481973,0.988289,-22.1371,-158.366
0.482073,0.98845,-22.0232,-158.358
0.482173,0.988611,-21.8893,-158.35
0.482273,0.988772,-21.7357,-158.342
0.482373,0.988931,-21.5623,-158.334
0.482473,0.98909,-21.3695,-158.326
0.482573,0.989248,-21.1573,-158.318
0.482673,0.989406,-20.926,-158.31
0.482773,0.989562,-20.6757,-158.302
0.482873,0.989718,-20.4068,-158.294
0.482973,0.989873,-20.1195,-158.286
0.483073,0.990028,-19.8141,-158.278
0.483173,0.990182,-19.4908,-158.27
0.483273,0.990335,-19.15,-158.262
0.483373,0.990487,-18.792,-158.254
0.483473,0.990639,-18.4171,-158.245
0.483573,0.99079,-18.0258,-158.237
0.483673,0.99094,-17.6183,-158.229
0.483773,0.991089,-17.1951,-158.221
0.483873,0.991238,-16.7566,-158.213
0.483973,0.991386,-16.3031,-158.205
0.484073,0.991534,-15.8353,-158.197
0.484173,0.99168,-15.3534,-158.188
0.484273,0.991826,-14.8579,-158.18
0.484373,0.991971,-14.3494,-158.172
0.484473,0.992116,-13.8283,-158.164
0.484573,0.99226,-13.2952,-158.156
0.484673,0.992403,-12.7505,-158.148
0.484773,0.992545,-12.1948,-158.139
0.484873,0.992687,-11.6286,-158.131
0.484973,0.992828,-11.0524,-158.123
0.485073,0.992969,-10.4669,-158.115
0.485173,0.993108,-9.87256,-158.107
0.485273,0.993247,-9.26998,-158.098
0.485373,0.993385,-8.65974,-158.09
0.485473,0.993523,-8.04245,-158.082
0.485573,0.99366,-7.41869,-158.074
0.485673,0.993796,-6.78907,-158.066
0.485772,0.993932,-6.15421,-158.057
0.485872,0.994066,-5.51472,-158.049
0.485972,0.9942,-4.87122,-158.041
0.486072,0.994334,-4.22433,-158.033
0.486172,0.994467,-3.57469,-158.025
0.486272,0.994599,-2.92292,-158.016
0.486372,0.99473,-2.26966,-158.008
0.486472,0.994861,-1.61554,-158
0.486572,0.994991,-0.961198,-157.992
0.486672,0.99512,-0.307267,-157.984
0.486772,0.995249,0.345619,-157.975
0.486872,0.995377,0.996827,-157.967
0.486972,0.995504,1.64572,-157.959
0.487072,0.995631,2.29168,-157.951
0.487172,0.995756,2.93407,-157.943
0.487272,0.995882,3.57228,-157.934
0.487372,0.996006,4.20568,-157.926
0.487472,0.99613,4.83366,-157.918
0.487572,0.996254,5.45561,-157.91
0.487672,0.996376,6.07094,-157.902
0.487772,0.996498,6.67905,-157.893
0.487872,0.996619,7.27935,-157.885
0.487972,0.99674,7.87127,-157.877
0.488072,0.99686,8.45423,-157.869
0.488172,0.996979,9.02767,-157.861
0.488272,0.997098,9.59105,-157.853
0.488372,0.997216,10.1438,-157.844
0.488472,0.997333,10.6855,-157.836
0.488572,0.99745,11.2154,-157.828
0.488672,0.997566,11.7333,-157.82
0.488772,0.997682,12.2384,-157.812
0.488872,0.997797,12.7305,-157.804
0.488972,0.997911,13.2089,-157.796
0.489072,0.998024,13.6733,-157.788
0.489172,0.998137,14.1232,-157.78
0.489272,0.99825,14.5582,-157.772
0.489372,0.998361,14.9778,-157.764
0.489472,0.998472,15.3818,-157.756
0.489572,0.998583,15.7696,-157.747
0.489672,0.998692,16.1411,-157.739
0.489772,0.998802,16.4957,-157.731
0.489872,0.99891,16.8332,-157.723
0.489972,0.999018,17.1533,-157.715
0.490072,0.999126,17.4557,-157.707
0.490172,0.999232,17.7401,-157.699
0.490272,0.999338,18.0062,-157.691
0.490372,0.999444,18.2539,-157.684
0.490472,0.999549,18.483,-157.676
0.490572,0.999653,18.6931,-157.668
0.490672,0.999757,18.8842,-157.66
0.490772,0.99986,19.0561,-157.652
0.490872,0.999963,19.2087,-157.644
0.490972,1.00006,19.3418,-157.636
0.491072,1.00017,19.4553,-157.628
0.491172,1.00027,19.5492,-157.62
0.491272,1.00037,19.6234,-157.613
0.491372,1.00047,19.6779,-157.605
0.491472,1.00057,19.7127,-157.597
0.491572,1.00066,19.7277,-157.589
0.491672,1.00076,19.723,-157.581
0.491772,1.00086,19.6986,-157.574
0.491872,1.00096,19.6547,-157.566
0.491972,1.00105,19.5912,-157.558
0.492072,1.00115,19.5084,-157.55
0.492172,1.00124,19.4062,-157.543
0.492272,1.00134,19.2849,-157.535
0.492372,1.00143,19.1447,-157.527
0.492472,1.00152,18.9856,-157.52
0.492572,1.00162,18.808,-157.512
0.492672,1.00171,18.612,-157.504
0.492772,1.0018,18.3979,-157.497
0.492872,1.00189,18.1659,-157.489
0.492972,1.00198,17.9163,-157.482
0.493072,1.00207,17.6494,-157.474
0.493172,1.00216,17.3655,-157.466
0.493271,1.00225,17.065,-157.459
0.493371,1.00234,16.7482,-157.451
0.493471,1.00243,16.4155,-157.444
0.493571,1.00251,16.0671,-157.436
0.493671,1.0026,15.7036,-157.429
0.493771,1.00269,15.3254,-157.422
0.493871,1.00277,14.9328,-157.414
0.493971,1.00286,14.5263,-157.407
0.494071,1.00294,14.1063,-157.399
0.494171,1.00302,13.6734,-157.392
0.494271,1.00311,13.2279,-157.385
0.494371,1.00319,12.7704,-157.377
0.494471,1.00327,12.3014,-157.37
0.494571,1.00335,11.8214,-157.363
0.494671,1.00344,11.331,-157.355
0.494771,1.00352,10.8305,-157.348
0.494871,1.0036,10.3207,-157.341
0.494971,1.00368,9.80202,-157.334
0.495071,1.00375,9.27503,-157.326
0.495171,1.00383,8.74032,-157.319
0.495271,1.00391,8.19845,-157.312
0.495371,1.00399,7.65,-157.305
0.495471,1.00407,7.09557,-157.298
0.495571,1.00414,6.53574,-157.291
0.495671,1.00422,5.97111,-157.284
0.495771,1.00429,5.40228,-157.277
0.495871,1.00437,4.82985,-157.27
0.495971,1.00444,4.25443,-157.263
0.496071,1.00451,3.67662,-157.256
0.496171,1.00459,3.09704,-157.249
0.496271,1.00466,2.51629,-157.242
0.496371,1.00473,1.93499,-157.235
0.496471,1.0048,1.35373,-157.228
0.496571,1.00487,0.77314,-157.221
0.496671,1.00495,0.193812,-157.214
0.496771,1.00502,-0.383649,-157.207
0.496871,1.00508,-0.958644,-157.201
0.496971,1.00515,-1.53057,-157.194
0.497071,1.00522,-2.09885,-157.187
0.497171,1.00529,-2.66289,-157.18
0.497271,1.00536,-3.22211,-157.174
0.497371,1.00542,-3.77593,-157.167
0.497471,1.00549,-4.32379,-157.16
0.497571,1.00556,-4.86513,-157.154
0.497671,1.00562,-5.39941,-157.147
0.497771,1.00569,-5.92606,-157.141
0.497871,1.00575,-6.44457,-157.134
0.497971,1.00581,-6.95442,-157.127
0.498071,1.00588,-7.45508,-157.121
0.498171,1.00594,-7.94605,-157.114
0.498271,1.006,-8.42686,-157.108
0.498371,1.00606,-8.897,-157.102
0.498471,1.00613,-9.35603,-157.095
0.498571,1.00619,-9.80349,-157.089
0.498671,1.00625,-10.2389,-157.082
0.498771,1.00631,-10.662,-157.076
0.498871,1.00637,-11.0721,-157.07
0.498971,1.00642,-11.469,-157.064
0.499071,1.00648,-11.8523,-157.057
0.499171,1.00654,-12.2216,-157.051
0.499271,1.0066,-12.5766,-157.045
0.499371,1.00666,-12.9169,-157.039
0.499471,1.00671,-13.2422,-157.033
0.499571,1.00677,-13.5522,-157.026
0.499671,1.00682,-13.8466,-157.02
0.499771,1.00688,-14.1252,-157.014
0.499871,1.00693,-14.3877,-157.008
0.499971,1.00699,-14.6339,-157.002
0.500071,1.00704,-14.8635,-156.996
0.500171,1.00709,-15.0764,-156.99
0.500271,1.00715,-15.2724,-156.984
0.500371,1.0072,-15.4512,-156.979
0.500471,1.00725,-15.6127,-156.973
0.500571,1.0073,-15.7569,-156.967
0.500671,1.00735,-15.8836,-156.961
0.500771,1.0074,-15.9927,-156.955
0.500871,1.00745,-16.0843,-156.949
0.500971,1.0075,-16.1581,-156.944
0.501071,1.00755,-16.2143,-156.938
0.501171,1.0076,-16.2528,-156.932
0.501271,1.00765,-16.2736,-156.927
0.501371,1.0077,-16.2768,-156.921
0.501471,1.00775,-16.2624,-156.916
0.501571,1.00779,-16.2305,-156.91
0.501671,1.00784,-16.1812,-156.904
0.501771,1.00788,-16.1145,-156.899
0.501871,1.00793,-16.0308,-156.893
0.501971,1.00798,-15.93,-156.888
0.502071,1.00802,-15.8123,-156.883
0.502171,1.00806,-15.678,-156.877
0.502271,1.00811,-15.5272,-156.872
0.502371,1.00815,-15.3601,-156.867
0.502471,1.0082,-15.177,-156.861
0.502571,1.00824,-14.9782,-156.856
0.502671,1.00828,-14.7639,-156.851
0.502771,1.00832,-14.5344,-156.846
0.502871,1.00836,-14.2899,-156.84
0.502971,1.0084,-14.0309,-156.835
0.503071,1.00844,-13.7576,-156.83
0.503171,1.00848,-13.4704,-156.825
