time,|psi2|,i1alpha,motorMechanicalAngularVelocity
0.201103,0.1712,-156.718,-50.1779
0.201203,0.169097,-152.109,-50.2027
0.201303,0.167021,-147.354,-50.2273
0.201403,0.164972,-142.458,-50.2517
0.201503,0.162953,-137.425,-50.2758
0.201603,0.160966,-132.261,-50.2998
0.201703,0.159014,-126.971,-50.3235
0.201803,0.157099,-121.56,-50.3471
0.201903,0.155223,-116.033,-50.3704
0.202003,0.153388,-110.395,-50.3936
0.202103,0.151596,-104.652,-50.4166
0.202203,0.149851,-98.8098,-50.4394
0.202303,0.148155,-92.8739,-50.462
0.202403,0.14651,-86.8499,-50.4845
0.202503,0.144918,-80.7439,-50.5068
0.202603,0.143383,-74.5618,-50.529
0.202703,0.141906,-68.3096,-50.551
0.202803,0.14049,-61.9934,-50.5729
0.202903,0.139137,-55.6194,-50.5946
0.203003,0.137851,-49.1938,-50.6163
0.203103,0.136632,-42.7229,-50.6378
0.203203,0.135484,-36.2129,-50.6591
0.203303,0.134409,-29.6703,-50.6804
0.203403,0.133409,-23.1014,-50.7016
0.203503,0.132485,-16.5126,-50.7227
0.203603,0.131639,-9.91037,-50.7437
0.203703,0.130874,-3.30116,-50.7646
0.203803,0.130191,3.30861,-50.7854
0.203903,0.129591,9.91247,-50.8062
0.204003,0.129075,16.504,-50.8269
0.204103,0.128645,23.0767,-50.8475
0.204203,0.128301,29.6243,-50.8681
0.204303,0.128043,36.1402,-50.8887
0.204403,0.127872,42.6183,-50.9092
0.204503,0.127788,49.0521,-50.9297
0.204603,0.127792,55.4353,-50.9502
0.204703,0.127881,61.7618,-50.9706
0.204803,0.128057,68.0254,-50.9911
0.204903,0.128318,74.22,-51.0115
0.205003,0.128663,80.3395,-51.0319
0.205103,0.12909,86.3779,-51.0524
0.205203,0.1296,92.3295,-51.0729
0.205303,0.130189,98.1884,-51.0934
0.205403,0.130856,103.949,-51.1139
0.205503,0.131599,109.605,-51.1345
0.205603,0.132416,115.152,-51.1551
0.205703,0.133305,120.584,-51.1758
0.205803,0.134264,125.896,-51.1965
0.205903,0.13529,131.082,-51.2173
0.206003,0.136381,136.139,-51.2381
0.206103,0.137534,141.059,-51.259
0.206203,0.138747,145.84,-51.28
0.206303,0.140017,150.476,-51.3011
0.206403,0.141341,154.962,-51.3223
0.206503,0.142718,159.296,-51.3436
0.206603,0.144144,163.471,-51.365
0.206703,0.145617,167.484,-51.3865
0.206803,0.147134,171.332,-51.4081
0.206903,0.148693,175.011,-51.4298
0.207003,0.150291,178.516,-51.4516
0.207103,0.151926,181.845,-51.4736
0.207203,0.153596,184.995,-51.4957
0.207303,0.155298,187.962,-51.518
0.207403,0.157029,190.744,-51.5404
0.207503,0.158789,193.337,-51.563
0.207603,0.160574,195.74,-51.5857
0.207703,0.162382,197.951,-51.6086
0.207803,0.164212,199.966,-51.6316
0.207903,0.166061,201.784,-51.6548
0.208003,0.167927,203.404,-51.6782
0.208103,0.16981,204.824,-51.7018
0.208203,0.171706,206.043,-51.7255
0.208303,0.173614,207.059,-51.7495
0.208403,0.175532,207.871,-51.7736
0.208503,0.17746,208.48,-51.7979
0.208603,0.179395,208.883,-51.8224
0.208703,0.181335,209.082,-51.8471
0.208803,0.18328,209.076,-51.872
0.208903,0.185227,208.865,-51.8972
0.209003,0.187177,208.449,-51.9225
0.209103,0.189126,207.829,-51.9481
0.209203,0.191075,207.005,-51.9738
0.209303,0.193021,205.979,-51.9998
0.209403,0.194964,204.752,-52.026
0.209503,0.196902,203.324,-52.0524
0.209603,0.198835,201.697,-52.0791
0.209703,0.200761,199.874,-52.106
0.209803,0.202679,197.855,-52.1331
0.209903,0.204589,195.644,-52.1604
0.210003,0.206489,193.242,-52.188
0.210103,0.208378,190.651,-52.2158
0.210203,0.210257,187.875,-52.2439
0.210303,0.212123,184.916,-52.2721
0.210403,0.213976,181.777,-52.3007
0.210503,0.215815,178.462,-52.3294
0.210603,0.21764,174.973,-52.3584
0.210703,0.21945,171.314,-52.3877
0.210803,0.221243,167.49,-52.4171
0.210903,0.22302,163.504,-52.4469
0.211003,0.22478,159.359,-52.4768
0.211103,0.226522,155.06,-52.507
0.211203,0.228245,150.612,-52.5375
0.211303,0.229949,146.019,-52.5682
0.211403,0.231633,141.285,-52.5991
0.211503,0.233298,136.416,-52.6303
0.211603,0.234941,131.415,-52.6617
0.211703,0.236563,126.289,-52.6933
0.211803,0.238164,121.043,-52.7252
0.211903,0.239742,115.68,-52.7574
0.212003,0.241298,110.208,-52.7897
0.212103,0.24283,104.632,-52.8223
0.212203,0.244339,98.9561,-52.8551
0.212303,0.245825,93.1874,-52.8882
0.212403,0.247286,87.3312,-52.9215
0.212503,0.248722,81.3935,-52.955
0.212603,0.250133,75.3802,-52.9888
0.212703,0.251519,69.2973,-53.0228
0.212803,0.25288,63.1509,-53.057
0.212903,0.254214,56.9472,-53.0914
0.213003,0.255522,50.6924,-53.126
0.213103,0.256804,44.3928,-53.1609
0.213203,0.258058,38.0546,-53.1959
0.213303,0.259286,31.6842,-53.2312
0.213403,0.260486,25.288,-53.2667
0.213503,0.261659,18.8724,-53.3024
0.213603,0.262804,12.4437,-53.3383
0.213703,0.263921,6.00854,-53.3744
0.213803,0.26501,-0.426789,-53.4106
0.213903,0.266071,-6.85581,-53.4471
0.214003,0.267102,-13.2721,-53.4838
0.214103,0.268106,-19.6692,-53.5206
0.214203,0.26908,-26.0408,-53.5577
0.214303,0.270025,-32.3804,-53.5949
0.214403,0.270942,-38.6818,-53.6323
0.214503,0.271829,-44.9386,-53.6698
0.214603,0.272686,-51.1446,-53.7076
0.214703,0.273514,-57.2936,-53.7455
0.214803,0.274313,-63.3794,-53.7835
0.214903,0.275081,-69.396,-53.8217
0.215003,0.275821,-75.3372,-53.8601
0.215103,0.27653,-81.1973,-53.8986
0.215203,0.277209,-86.9703,-53.9372
0.215303,0.277859,-92.6505,-53.976
0.215403,0.278478,-98.2321,-54.0149
0.215503,0.279068,-103.71,-54.054
0.215603,0.279628,-109.078,-54.0932
0.215703,0.280157,-114.331,-54.1325
0.215803,0.280657,-119.464,-54.1719
0.215903,0.281127,-124.471,-54.2114
0.216003,0.281567,-129.348,-54.251
0.216103,0.281976,-134.09,-54.2908
0.216203,0.282356,-138.692,-54.3306
0.216303,0.282706,-143.15,-54.3705
0.216403,0.283026,-147.458,-54.4105
0.216503,0.283317,-151.613,-54.4506
0.216603,0.283578,-155.611,-54.4908
0.216703,0.283809,-159.447,-54.5311
0.216803,0.28401,-163.118,-54.5714
0.216903,0.284183,-166.62,-54.6118
0.217003,0.284325,-169.95,-54.6522
0.217103,0.284439,-173.103,-54.6927
0.217203,0.284523,-176.078,-54.7333
0.217303,0.284579,-178.87,-54.7739
0.217403,0.284605,-181.478,-54.8145
0.217503,0.284603,-183.899,-54.8552
0.217603,0.284573,-186.129,-54.8959
0.217703,0.284513,-188.168,-54.9367
0.217803,0.284426,-190.012,-54.9774
0.217903,0.284311,-191.661,-55.0182
0.218003,0.284167,-193.111,-55.059
0.218103,0.283996,-194.363,-55.0998
0.218203,0.283797,-195.415,-55.1406
0.218303,0.283571,-196.265,-55.1815
0.218403,0.283318,-196.912,-55.2223
0.218503,0.283038,-197.357,-55.2631
0.218603,0.282731,-197.598,-55.3038
0.218703,0.282398,-197.636,-55.3446
0.218803,0.282039,-197.47,-55.3853
0.218903,0.281653,-197.1,-55.4261
0.219003,0.281242,-196.527,-55.4667
0.219103,0.280805,-195.751,-55.5074
0.219203,0.280344,-194.774,-55.548
0.219303,0.279857,-193.595,-55.5886
0.219403,0.279346,-192.217,-55.6291
0.219503,0.27881,-190.64,-55.6696
0.219603,0.27825,-188.866,-55.71
0.219703,0.277666,-186.896,-55.7503
0.219803,0.277059,-184.734,-55.7906
0.219903,0.276429,-182.38,-55.8308
0.220003,0.275777,-179.838,-55.871
0.220103,0.275101,-177.109,-55.9111
0.220203,0.274404,-174.196,-55.9511
0.220303,0.273685,-171.103,-55.991
0.220403,0.272944,-167.832,-56.0308
0.220503,0.272182,-164.387,-56.0706
0.220603,0.2714,-160.77,-56.1102
0.220703,0.270597,-156.986,-56.1498
0.220803,0.269775,-153.038,-56.1893
0.220903,0.268933,-148.93,-56.2286
0.221003,0.268071,-144.667,-56.2679
0.221103,0.267192,-140.252,-56.3071
0.221203,0.266294,-135.689,-56.3461
0.221303,0.265378,-130.984,-56.385
0.221403,0.264444,-126.141,-56.4239
0.221503,0.263494,-121.164,-56.4626
0.221603,0.262527,-116.059,-56.5011
0.221703,0.261544,-110.831,-56.5396
0.221803,0.260545,-105.485,-56.578
0.221903,0.259531,-100.026,-56.6162
0.222003,0.258503,-94.4591,-56.6543
0.222103,0.25746,-88.7905,-56.6922
0.222203,0.256404,-83.0256,-56.73
0.222303,0.255335,-77.1701,-56.7677
0.222403,0.254253,-71.2297,-56.8053
0.222503,0.253158,-65.2103,-56.8427
0.222603,0.252053,-59.118,-56.88
0.222703,0.250936,-52.9586,-56.9171
0.222803,0.249808,-46.7384,-56.9541
0.222903,0.248671,-40.4635,-56.991
0.223003,0.247524,-34.14,-57.0277
0.223103,0.246368,-27.7743,-57.0643
0.223203,0.245204,-21.3726,-57.1007
0.223303,0.244032,-14.9413,-57.137
0.223403,0.242853,-8.48669,-57.1731
0.223503,0.241668,-2.01525,-57.2091
0.223603,0.240476,4.46666,-57.2449
0.223703,0.23928,10.9526,-57.2806
0.223803,0.238078,17.4362,-57.3161
0.223903,0.236873,23.9111,-57.3515
0.224003,0.235664,30.3707,-57.3867
0.224103,0.234453,36.8087,-57.4218
0.224203,0.233239,43.2188,-57.4568
0.224303,0.232024,49.5947,-57.4915
0.224403,0.230808,55.9299,-57.5262
0.224503,0.229592,62.2182,-57.5606
0.224603,0.228376,68.4534,-57.595
0.224703,0.227162,74.6294,-57.6292
0.224803,0.22595,80.74,-57.6632
0.224903,0.22474,86.7792,-57.6971
0.225003,0.223534,92.7409,-57.7308
0.225103,0.222332,98.6194,-57.7644
0.225203,0.221135,104.409,-57.7979
0.225303,0.219943,110.103,-57.8312
0.225403,0.218757,115.697,-57.8643
0.225503,0.217578,121.185,-57.8973
0.225603,0.216407,126.562,-57.9302
0.225703,0.215245,131.822,-57.9629
0.225803,0.214092,136.96,-57.9955
0.225903,0.212948,141.97,-58.028
0.226003,0.211815,146.849,-58.0603
0.226103,0.210694,151.591,-58.0925
0.226203,0.209585,156.192,-58.1245
0.226303,0.208489,160.646,-58.1565
0.226403,0.207407,164.95,-58.1882
0.226503,0.206339,169.099,-58.2199
0.226603,0.205286,173.089,-58.2514
0.226703,0.204249,176.917,-58.2828
0.226803,0.203229,180.578,-58.3141
0.226903,0.202226,184.069,-58.3453
0.227003,0.201241,187.386,-58.3763
0.227103,0.200276,190.526,-58.4073
0.227203,0.19933,193.486,-58.4381
0.227303,0.198404,196.263,-58.4688
0.227403,0.197499,198.854,-58.4994
0.227503,0.196616,201.258,-58.5299
0.227603,0.195755,203.47,-58.5602
0.227703,0.194918,205.49,-58.5905
0.227803,0.194104,207.314,-58.6207
0.227903,0.193314,208.942,-58.6508
0.228003,0.19255,210.372,-58.6808
0.228103,0.191811,211.602,-58.7107
0.228203,0.191098,212.632,-58.7405
0.228303,0.190412,213.459,-58.7702
0.228403,0.189753,214.083,-58.7998
0.228503,0.189122,214.505,-58.8294
0.228603,0.188519,214.722,-58.8588
0.228703,0.187946,214.735,-58.8882
0.228803,0.187401,214.545,-58.9176
0.228903,0.186886,214.15,-58.9468
0.229003,0.186401,213.552,-58.976
0.229103,0.185946,212.751,-59.0051
0.229203,0.185522,211.748,-59.0342
0.229303,0.18513,210.544,-59.0632
0.229403,0.184768,209.141,-59.0922
0.229503,0.184438,207.538,-59.1211
0.229603,0.18414,205.739,-59.1499
0.229703,0.183874,203.744,-59.1787
0.229803,0.18364,201.557,-59.2075
0.229903,0.183438,199.178,-59.2362
0.230003,0.183269,196.61,-59.2649
0.230103,0.183132,193.857,-59.2936
0.230203,0.183027,190.919,-59.3222
0.230303,0.182954,187.802,-59.3508
0.230403,0.182914,184.507,-59.3794
0.230503,0.182906,181.037,-59.4079
0.230603,0.18293,177.397,-59.4365
0.230703,0.182985,173.59,-59.465
0.230803,0.183073,169.619,-59.4935
0.230903,0.183191,165.488,-59.522
0.231003,0.183341,161.202,-59.5505
0.231103,0.183521,156.765,-59.579
0.231203,0.183733,152.181,-59.6075
0.231303,0.183974,147.454,-59.636
0.231403,0.184245,142.59,-59.6645
0.231503,0.184545,137.593,-59.693
0.231603,0.184874,132.468,-59.7215
0.231703,0.185232,127.22,-59.7501
0.231803,0.185618,121.854,-59.7787
0.231903,0.186031,116.376,-59.8072
0.232003,0.186471,110.791,-59.8358
0.232103,0.186937,105.104,-59.8645
0.232203,0.187429,99.321,-59.8932
0.232303,0.187947,93.4479,-59.9219
0.232403,0.188489,87.4904,-59.9506
0.232503,0.189055,81.4543,-59.9794
0.232603,0.189644,75.3455,-60.0082
0.232703,0.190256,69.1702,-60.037
0.232803,0.19089,62.9342,-60.0659
0.232903,0.191546,56.6439,-60.0949
0.233003,0.192222,50.3054,-60.1239
0.233103,0.192918,43.9249,-60.153
0.233203,0.193633,37.5088,-60.1821
0.233303,0.194368,31.0633,-60.2113
0.233403,0.19512,24.5948,-60.2405
0.233503,0.195889,18.1097,-60.2698
0.233603,0.196675,11.6143,-60.2992
0.233703,0.197477,5.11513,-60.3286
0.233803,0.198294,-1.38154,-60.3581
0.233903,0.199125,-7.86925,-60.3877
0.234003,0.199971,-14.3416,-60.4174
0.234103,0.200829,-20.7923,-60.4471
0.234203,0.2017,-27.215,-60.4769
0.234303,0.202582,-33.6032,-60.5068
0.234403,0.203475,-39.9509,-60.5368
0.234503,0.204379,-46.2516,-60.5669
0.234603,0.205292,-52.4992,-60.597
0.234703,0.206214,-58.6876,-60.6273
0.234803,0.207145,-64.8107,-60.6576
0.234903,0.208083,-70.8624,-60.688
0.235003,0.209028,-76.8368,-60.7185
0.235103,0.20998,-82.7281,-60.7491
0.235203,0.210937,-88.5304,-60.7798
0.235303,0.2119,-94.2381,-60.8107
0.235403,0.212867,-99.8456,-60.8416
0.235503,0.213838,-105.347,-60.8726
0.235603,0.214812,-110.738,-60.9037
0.235703,0.215789,-116.012,-60.9349
0.235803,0.216769,-121.164,-60.9662
0.235903,0.21775,-126.19,-60.9976
0.236003,0.218732,-131.084,-61.0292
0.236103,0.219714,-135.842,-61.0608
0.236203,0.220697,-140.459,-61.0926
0.236303,0.221679,-144.93,-61.1244
0.236403,0.22266,-149.252,-61.1564
0.236503,0.223639,-153.419,-61.1885
0.236603,0.224617,-157.428,-61.2207
0.236703,0.225592,-161.274,-61.253
0.236803,0.226564,-164.955,-61.2854
0.236903,0.227532,-168.467,-61.3179
0.237003,0.228497,-171.805,-61.3506
0.237103,0.229457,-174.967,-61.3833
0.237203,0.230413,-177.95,-61.4162
0.237303,0.231364,-180.751,-61.4492
0.237403,0.232309,-183.368,-61.4823
0.237503,0.233248,-185.796,-61.5155
0.237603,0.23418,-188.035,-61.5489
0.237703,0.235106,-190.082,-61.5823
0.237803,0.236025,-191.936,-61.6159
0.237903,0.236937,-193.593,-61.6496
0.238003,0.23784,-195.054,-61.6834
0.238103,0.238736,-196.316,-61.7173
0.238203,0.239623,-197.378,-61.7514
0.238303,0.240502,-198.239,-61.7855
0.238403,0.241371,-198.899,-61.8198
0.238503,0.242231,-199.357,-61.8542
0.238603,0.243081,-199.612,-61.8887
0.238703,0.243922,-199.665,-61.9233
0.238803,0.244752,-199.514,-61.958
0.238903,0.245572,-199.162,-61.9928
0.239003,0.246381,-198.607,-62.0278
0.239103,0.247179,-197.851,-62.0628
0.239203,0.247966,-196.894,-62.098
0.239303,0.248741,-195.738,-62.1333
0.239403,0.249505,-194.383,-62.1687
0.239503,0.250257,-192.831,-62.2042
0.239603,0.250997,-191.084,-62.2398
0.239703,0.251725,-189.143,-62.2755
0.239803,0.25244,-187.011,-62.3113
0.239903,0.253143,-184.689,-62.3472
0.240003,0.253832,-182.18,-62.3832
0.240103,0.254509,-179.487,-62.4193
0.240203,0.255173,-176.612,-62.4556
0.240303,0.255824,-173.558,-62.4919
0.240403,0.256461,-170.328,-62.5283
0.240503,0.257084,-166.926,-62.5648
0.240603,0.257694,-163.355,-62.6015
0.240703,0.258291,-159.618,-62.6382
0.240803,0.258873,-155.72,-62.675
0.240903,0.259441,-151.664,-62.7119
0.241003,0.259996,-147.454,-62.7489
0.241104,0.260536,-143.095,-62.7859
0.241204,0.261062,-138.591,-62.8231
0.241304,0.261573,-133.946,-62.8603
0.241404,0.26207,-129.166,-62.8977
0.241504,0.262553,-124.255,-62.9351
0.241604,0.263021,-119.217,-62.9726
0.241704,0.263474,-114.059,-63.0102
0.241804,0.263913,-108.784,-63.0478
0.241904,0.264338,-103.4,-63.0856
0.242004,0.264747,-97.9095,-63.1234
0.242104,0.265142,-92.3199,-63.1612
0.242204,0.265522,-86.6362,-63.1992
0.242304,0.265887,-80.8642,-63.2372
0.242404,0.266238,-75.0097,-63.2753
0.242504,0.266573,-69.0785,-63.3135
0.242604,0.266894,-63.0765,-63.3517
0.242704,0.2672,-57.0098,-63.39
0.242804,0.267492,-50.8844,-63.4283
0.242904,0.267769,-44.7066,-63.4667
0.243004,0.26803,-38.4824,-63.5052
0.243104,0.268278,-32.2181,-63.5437
0.243204,0.26851,-25.9199,-63.5822
0.243304,0.268728,-19.5943,-63.6208
0.243404,0.268932,-13.2474,-63.6595
0.243504,0.269121,-6.88567,-63.6982
0.243604,0.269295,-0.515461,-63.737
0.243704,0.269455,5.85686,-63.7758
0.243804,0.269601,12.2249,-63.8146
0.243904,0.269732,18.5824,-63.8535
0.244004,0.26985,24.9228,-63.8924
0.244104,0.269953,31.24,-63.9314
0.244204,0.270042,37.5275,-63.9704
0.244304,0.270117,43.779,-64.0094
0.244404,0.270178,49.9884,-64.0484
0.244504,0.270226,56.1494,-64.0875
0.244604,0.27026,62.2558,-64.1266
0.244704,0.27028,68.3016,-64.1657
0.244804,0.270287,74.2808,-64.2049
0.244904,0.270281,80.1872,-64.2441
0.245004,0.270261,86.015,-64.2832
0.245104,0.270229,91.7585,-64.3225
0.245204,0.270183,97.4118,-64.3617
0.245304,0.270125,102.969,-64.4009
0.245404,0.270054,108.426,-64.4402
0.245504,0.26997,113.775,-64.4794
0.245604,0.269874,119.012,-64.5187
0.245704,0.269766,124.132,-64.558
0.245804,0.269646,129.129,-64.5972
0.245904,0.269513,133.999,-64.6365
0.246004,0.269369,138.737,-64.6758
0.246104,0.269214,143.337,-64.7151
0.246204,0.269047,147.796,-64.7543
0.246304,0.268868,152.108,-64.7936
0.246404,0.268679,156.27,-64.8329
0.246504,0.268479,160.277,-64.8721
0.246604,0.268268,164.126,-64.9114
0.246704,0.268046,167.812,-64.9506
0.246804,0.267814,171.332,-64.9899
0.246904,0.267572,174.682,-65.0291
0.247004,0.26732,177.859,-65.0683
0.247104,0.267058,180.86,-65.1075
0.247204,0.266786,183.682,-65.1466
0.247304,0.266505,186.321,-65.1858
0.247404,0.266215,188.776,-65.2249
0.247504,0.265916,191.044,-65.264
0.247604,0.265608,193.122,-65.3031
0.247704,0.265292,195.008,-65.3421
0.247804,0.264967,196.701,-65.3811
0.247904,0.264635,198.199,-65.4202
0.248004,0.264294,199.499,-65.4591
0.248104,0.263946,200.602,-65.4981
0.248204,0.26359,201.506,-65.537
0.248304,0.263227,202.21,-65.5759
0.248404,0.262857,202.713,-65.6147
0.248504,0.262481,203.014,-65.6535
0.248604,0.262098,203.114,-65.6923
0.248704,0.261708,203.013,-65.731
0.248804,0.261313,202.709,-65.7697
0.248904,0.260912,202.204,-65.8084
0.249004,0.260506,201.498,-65.847
0.249104,0.260094,200.592,-65.8856
0.249204,0.259677,199.486,-65.9241
0.249304,0.259255,198.182,-65.9626
0.249404,0.258829,196.681,-66.0011
0.249504,0.258399,194.985,-66.0395
0.249604,0.257964,193.094,-66.0779
0.249704,0.257526,191.012,-66.1162
0.249804,0.257084,188.739,-66.1545
0.249904,0.256639,186.279,-66.1927
0.250004,0.256191,183.633,-66.2309
0.250104,0.255741,180.804,-66.269
0.250204,0.255288,177.796,-66.3071
0.250304,0.254832,174.61,-66.3452
0.250404,0.254375,171.251,-66.3831
0.250504,0.253916,167.72,-66.4211
0.250604,0.253456,164.023,-66.459
0.250704,0.252994,160.163,-66.4968
0.250804,0.252532,156.143,-66.5346
0.250904,0.252069,151.967,-66.5724
0.251004,0.251606,147.639,-66.6101
0.251103,0.251142,143.165,-66.6477
0.251203,0.250679,138.547,-66.6853
0.251303,0.250216,133.791,-66.7228
0.251403,0.249754,128.902,-66.7603
0.251503,0.249292,123.883,-66.7977
0.251603,0.248832,118.741,-66.8351
0.251703,0.248374,113.48,-66.8725
0.251803,0.247917,108.106,-66.9097
0.251903,0.247462,102.623,-66.947
0.252003,0.247009,97.0373,-66.9841
0.252103,0.246559,91.3543,-67.0213
0.252203,0.246112,85.5796,-67.0583
0.252303,0.245667,79.7189,-67.0954
0.252403,0.245226,73.7779,-67.1323
0.252503,0.244788,67.7626,-67.1692
0.252603,0.244354,61.6788,-67.2061
0.252703,0.243924,55.5326,-67.2429
0.252803,0.243498,49.3301,-67.2797
0.252903,0.243077,43.0773,-67.3164
0.253003,0.24266,36.7804,-67.3531
0.253103,0.242249,30.4457,-67.3897
0.253203,0.241842,24.0794,-67.4263
0.253303,0.241441,17.6879,-67.4628
0.253403,0.241045,11.2773,-67.4992
0.253503,0.240655,4.85405,-67.5357
0.253603,0.240271,-1.57551,-67.572
0.253703,0.239894,-8.00504,-67.6084
0.253803,0.239523,-14.4282,-67.6446
0.253903,0.239158,-20.8386,-67.6809
0.254003,0.2388,-27.23,-67.7171
0.254103,0.23845,-33.5961,-67.7532
0.254203,0.238106,-39.9305,-67.7893
0.254303,0.23777,-46.227,-67.8254
0.254403,0.237442,-52.4795,-67.8614
0.254503,0.237121,-58.6816,-67.8974
0.254603,0.236808,-64.8274,-67.9333
0.254703,0.236504,-70.9107,-67.9692
0.254803,0.236207,-76.9256,-68.005
0.254903,0.235919,-82.8661,-68.0409
0.255003,0.23564,-88.7263,-68.0766
0.255103,0.235369,-94.5005,-68.1124
0.255203,0.235107,-100.183,-68.1481
0.255303,0.234854,-105.768,-68.1837
0.255403,0.23461,-111.251,-68.2194
0.255503,0.234376,-116.625,-68.255
0.255603,0.23415,-121.885,-68.2905
0.255703,0.233935,-127.027,-68.326
0.255803,0.233728,-132.045,-68.3615
0.255903,0.233532,-136.935,-68.397
0.256003,0.233345,-141.69,-68.4325
0.256103,0.233168,-146.308,-68.4679
0.256203,0.233001,-150.783,-68.5033
0.256303,0.232844,-155.11,-68.5386
0.256403,0.232697,-159.287,-68.5739
0.256503,0.23256,-163.307,-68.6092
0.256603,0.232433,-167.169,-68.6445
0.256703,0.232316,-170.867,-68.6798
0.256803,0.232209,-174.398,-68.715
0.256903,0.232113,-177.758,-68.7502
0.257003,0.232027,-180.945,-68.7854
0.257103,0.231952,-183.955,-68.8206
0.257203,0.231887,-186.786,-68.8558
0.257303,0.231832,-189.433,-68.8909
0.257403,0.231787,-191.896,-68.926
0.257503,0.231753,-194.171,-68.9611
0.257603,0.231729,-196.256,-68.9962
0.257703,0.231715,-198.15,-69.0313
0.257803,0.231712,-199.85,-69.0664
0.257903,0.231719,-201.354,-69.1015
0.258003,0.231736,-202.662,-69.1365
0.258103,0.231763,-203.772,-69.1716
0.258203,0.231801,-204.683,-69.2066
0.258303,0.231848,-205.394,-69.2417
0.258403,0.231906,-205.904,-69.2767
0.258503,0.231973,-206.213,-69.3117
0.258602,0.232051,-206.32,-69.3467
0.258702,0.232138,-206.226,-69.3817
0.258802,0.232235,-205.931,-69.4168
0.258902,0.232341,-205.435,-69.4518
0.259002,0.232457,-204.738,-69.4868
0.259102,0.232583,-203.841,-69.5218
0.259202,0.232717,-202.746,-69.5569
0.259302,0.232861,-201.453,-69.5919
0.259402,0.233015,-199.963,-69.6269
0.259502,0.233177,-198.278,-69.662
0.259602,0.233348,-196.4,-69.697
0.259702,0.233528,-194.331,-69.7321
0.259802,0.233716,-192.072,-69.7671
0.259902,0.233913,-189.627,-69.8022
0.260002,0.234119,-186.997,-69.8373
0.260102,0.234332,-184.185,-69.8724
0.260202,0.234554,-181.193,-69.9075
0.260302,0.234784,-178.026,-69.9427
0.260402,0.235022,-174.686,-69.9778
0.260502,0.235267,-171.176,-70.013
0.260602,0.235519,-167.499,-70.0482
0.260702,0.23578,-163.661,-70.0834
0.260802,0.236047,-159.663,-70.1186
0.260902,0.236321,-155.511,-70.1538
0.261002,0.236602,-151.209,-70.1891
0.261102,0.23689,-146.76,-70.2244
0.261202,0.237185,-142.169,-70.2597
0.261302,0.237486,-137.441,-70.295
0.261402,0.237793,-132.581,-70.3303
0.261502,0.238106,-127.592,-70.3657
0.261602,0.238425,-122.481,-70.4011
0.261702,0.238749,-117.252,-70.4366
0.261802,0.239079,-111.911,-70.472
0.261902,0.239415,-106.463,-70.5075
0.262002,0.239756,-100.912,-70.543
0.262102,0.240101,-95.2659,-70.5786
0.262202,0.240452,-89.5288,-70.6141
0.262302,0.240807,-83.7066,-70.6497
0.262402,0.241166,-77.8053,-70.6854
0.262502,0.24153,-71.8306,-70.7211
0.262602,0.241898,-65.7886,-70.7568
0.262702,0.24227,-59.6851,-70.7925
0.262802,0.242645,-53.5262,-70.8283
0.262902,0.243025,-47.3182,-70.8641
0.263002,0.243407,-41.067,-70.8999
0.263102,0.243793,-34.779,-70.9358
0.263202,0.244182,-28.4603,-70.9717
0.263302,0.244573,-22.1172,-71.0077
0.263402,0.244968,-15.756,-71.0437
0.263502,0.245364,-9.38306,-71.0797
0.263602,0.245764,-3.0046,-71.1158
0.263702,0.246165,3.37301,-71.1519
0.263802,0.246568,9.74347,-71.188
0.263902,0.246974,16.1005,-71.2242
0.264002,0.24738,22.4377,-71.2605
0.264102,0.247789,28.7488,-71.2968
0.264202,0.248198,35.0277,-71.3331
0.264302,0.248609,41.2681,-71.3694
0.264402,0.249021,47.4638,-71.4058
0.264502,0.249434,53.6087,-71.4423
0.264602,0.249847,59.6967,-71.4788
0.264702,0.250261,65.7218,-71.5153
0.264802,0.250675,71.678,-71.5519
0.264902,0.25109,77.5594,-71.5885
0.265002,0.251504,83.3602,-71.6252
0.265102,0.251919,89.0748,-71.6619
0.265202,0.252333,94.6973,-71.6986
0.265302,0.252747,100.222,-71.7355
0.265402,0.253161,105.644,-71.7723
0.265502,0.253573,110.958,-71.8092
0.265602,0.253985,116.158,-71.8461
0.265702,0.254397,121.24,-71.8831
0.265802,0.254807,126.197,-71.9202
0.265902,0.255215,131.026,-71.9572
0.266002,0.255623,135.722,-71.9944
0.266102,0.256029,140.279,-72.0315
0.266201,0.256434,144.695,-72.0687
0.266301,0.256836,148.963,-72.106
0.266401,0.257237,153.08,-72.1433
0.266501,0.257637,157.042,-72.1807
0.266601,0.258034,160.845,-72.2181
0.266701,0.258429,164.485,-72.2555
0.266801,0.258821,167.959,-72.293
0.266901,0.259212,171.263,-72.3306
0.267001,0.2596,174.394,-72.3682
0.267101,0.259985,177.349,-72.4058
0.267201,0.260368,180.125,-72.4435
0.267301,0.260747,182.72,-72.4812
0.267401,0.261124,185.13,-72.519
0.267501,0.261499,187.353,-72.5569
0.267601,0.26187,189.388,-72.5947
0.267701,0.262237,191.232,-72.6326
0.267801,0.262602,192.884,-72.6706
0.267901,0.262964,194.341,-72.7086
0.268001,0.263322,195.603,-72.7467
0.268101,0.263676,196.668,-72.7848
0.268201,0.264027,197.535,-72.8229
0.268301,0.264375,198.204,-72.8611
0.268401,0.264719,198.674,-72.8994
0.268501,0.265059,198.944,-72.9376
