1e-05,0,0,0
2e-05,-0.510834,0.00666377,1
3e-05,-1.02167,0.0133275,1
4e-05,-1.53247,0.019991,1
5e-05,-2.04329,0.0266544,1
6e-05,-2.55406,0.0333175,1
7e-05,-3.0648,0.0399802,1
8e-05,-3.57555,0.0466426,1
9e-05,-4.08624,0.0533046,1
0.0001,-4.59689,0.059966,1
0.00011,-5.1075,0.0666268,1
0.00012,-5.61804,0.0732869,1
0.00013,-6.12856,0.0799464,1
0.00014,-6.63898,0.0866049,1
0.00015,-7.14937,0.0932628,1
0.00016,-7.65967,0.0999196,1
0.00017,-8.16988,0.106575,1
0.00018,-8.68002,0.11323,1
0.00019,-9.19011,0.119884,1
0.0002,-9.70007,0.126537,1
0.00021,-10.2099,0.133188,1
0.00022,-10.7197,0.139838,1
0.00023,-11.2294,0.146486,1
0.00024,-11.7389,0.153133,1
0.00025,-12.2484,0.159779,1
0.00026,-12.7577,0.166423,1
0.00027,-13.2669,0.173065,1
0.00028,-13.776,0.179706,1
0.00029,-14.2849,0.186345,1
0.0003,-14.7937,0.192982,1
0.00031,-15.3023,0.199617,1
0.00032,-15.8108,0.206251,1
0.00033,-16.3191,0.212882,1
0.00034,-16.8273,0.219511,1
0.00035,-17.3353,0.226138,1
0.00036,-17.8432,0.232762,1
0.00037,-18.3508,0.239385,1
0.00038,-18.8583,0.246005,1
0.00039,-19.3656,0.252622,1
0.0004,-19.8727,0.259237,1
0.00041,-20.3796,0.26585,1
0.00042,-20.8863,0.27246,1
0.00043,-21.3928,0.279067,1
0.00044,-21.8991,0.285671,1
0.00045,-22.4051,0.292273,1
0.00046,-22.911,0.298872,1
0.00047,-23.4166,0.305467,1
0.00048,-23.922,0.31206,1
0.00049,-24.4272,0.31865,1
0.0005,-24.9321,0.325236,1
0.00051,-25.4367,0.33182,1
0.00052,-25.9411,0.3384,1
0.00053,-26.4453,0.344977,1
0.00054,-26.9492,0.35155,1
0.00055,-27.4529,0.35812,1
0.00056,-27.9562,0.364686,1
0.00057,-28.4593,0.371249,1
0.00058,-28.9621,0.377808,1
0.00059,-29.4646,0.384363,1
0.0006,-29.9669,0.390915,1
0.00061,-30.4688,0.397463,1
0.00062,-30.9704,0.404007,1
0.00063,-31.4718,0.410546,1
0.00064,-31.9728,0.417082,1
0.00065,-32.4735,0.423614,1
0.00066,-32.9739,0.430141,1
0.00067,-33.4739,0.436664,1
0.00068,-33.9736,0.443183,1
0.00069,-34.473,0.449698,1
0.0007,-34.9721,0.456208,1
0.00071,-35.4708,0.462713,1
0.00072,-35.9692,0.469214,1
0.00073,-36.4672,0.475711,1
0.00074,-36.9648,0.482202,1
0.00075,-37.4621,0.488689,1
0.00076,-37.959,0.495171,1
0.00077,-38.4555,0.501649,1
0.00078,-38.9517,0.508121,1
0.00079,-39.4474,0.514588,1
0.0008,-39.9428,0.52105,1
0.00081,-40.4378,0.527507,1
0.00082,-40.9324,0.533959,1
0.00083,-41.4266,0.540406,1
0.00084,-41.9203,0.546847,1
0.00085,-42.4137,0.553283,1
0.00086,-42.9066,0.559713,1
0.00087,-43.3991,0.566138,1
0.00088,-43.8912,0.572557,1
0.00089,-44.3829,0.578971,1
0.000900001,-44.8741,0.585379,1
0.000910001,-45.3649,0.591781,1
0.000920001,-45.8552,0.598177,1
0.000930001,-46.3451,0.604567,1
0.000940001,-46.8345,0.610952,1
0.000950001,-47.3234,0.61733,1
0.000960001,-47.8119,0.623702,1
0.000970001,-48.2999,0.630068,1
0.000980001,-48.7875,0.636428,1
0.000990001,-49.2745,0.642782,1
0.001,-49.7611,0.649129,1
0.00101,-50.2472,0.65547,1
0.00102,-50.7327,0.661804,1
0.00103,-51.2178,0.668132,1
0.00104,-51.7024,0.674453,1
0.00105,-52.1865,0.680768,1
0.00106,-52.67,0.687076,1
0.00107,-53.1531,0.693377,1
0.00108,-53.6356,0.699671,1
0.00109,-54.1175,0.705958,1
0.0011,-54.599,0.712239,1
0.00111,-55.0799,0.718512,1
0.00112,-55.5602,0.724778,1
0.00113,-56.04,0.731037,1
0.00114,-56.5193,0.737289,1
0.00115,-56.998,0.743534,1
0.00116,-57.4761,0.749771,1
0.00117,-57.9537,0.756001,1
0.00118,-58.4307,0.762223,1
0.00119,-58.9071,0.768438,1
0.0012,-59.383,0.774645,1
0.00121,-59.8582,0.780845,1
0.00122,-60.3329,0.787037,1
0.00123,-60.8069,0.793221,1
0.00124,-61.2804,0.799397,1
0.00125,-61.7533,0.805566,1
0.00126,-62.2255,0.811726,1
0.00127,-62.6972,0.817879,1
0.00128,-63.1682,0.824023,1
0.00129,-63.6386,0.83016,1
0.0013,-64.1084,0.836288,1
0.00131,-64.5775,0.842407,1
0.00132,-65.046,0.848519,1
0.00133,-65.5138,0.854622,1
0.00134,-65.981,0.860717,1
0.00135,-66.4476,0.866803,1
0.00136,-66.9135,0.872881,1
0.00137,-67.3788,0.87895,1
0.00138,-67.8433,0.88501,1
0.00139,-68.3072,0.891062,1
0.0014,-68.7705,0.897105,1
0.00141,-69.233,0.903139,1
0.00142,-69.6949,0.909164,1
0.00143,-70.1561,0.91518,1
0.00144,-70.6166,0.921187,1
0.00145,-71.0764,0.927185,1
0.00146,-71.5354,0.933174,1
0.00147,-71.9938,0.939153,1
0.00148,-72.4515,0.945124,1
0.00149,-72.9085,0.951085,1
0.0015,-73.3647,0.957036,1
0.00151,-73.8202,0.962978,1
0.00152,-74.275,0.968911,1
0.00153,-74.7291,0.974834,1
0.00154,-75.1824,0.980748,1
0.00155,-75.635,0.986651,1
0.00156,-76.0868,0.992546,1
0.00157,-76.5379,0.99843,1
0.00158,-76.9882,1.0043,1
0.00159,-77.4378,1.01017,1
0.0016,-77.8866,1.01602,1
0.00161,-78.3346,1.02187,1
0.00162,-78.7819,1.0277,1
0.00163,-79.2283,1.03353,1
0.00164,-79.674,1.03934,1
0.00165,-80.1189,1.04514,1
0.00166,-80.5631,1.05094,1
0.00167,-81.0064,1.05672,1
0.00168,-81.1676,1.06127,1
0.00169,-80.7244,1.06319,1
0.0017,-80.2804,1.06509,1
0.00171,-79.8356,1.06698,1
0.00172,-79.3901,1.06887,1
0.00173,-78.9437,1.07074,1
0.00174,-78.4966,1.0726,1
0.00175,-78.0487,1.07445,1
0.00176,-77.6001,1.07629,1
0.00177,-77.1506,1.07812,1
0.00178,-76.7004,1.07994,1
0.00179,-76.2495,1.08175,1
0.0018,-75.7978,1.08355,1
0.00181,-75.3453,1.08534,1
0.00182,-74.8921,1.08712,1
0.00183,-74.4382,1.08888,1
0.00184,-73.9835,1.09064,1
0.00185,-73.5281,1.09238,1
0.00186,-73.072,1.09412,1
0.00187,-72.6152,1.09584,1
0.00188,-72.1576,1.09755,1
0.00189,-71.6993,1.09925,1
0.0019,-71.2403,1.10094,1
0.00191,-70.7807,1.10262,1
0.00192,-70.3203,1.10429,1
0.00193,-69.8592,1.10595,1
0.00194,-69.3974,1.1076,1
0.00195,-68.935,1.10923,1
0.00196,-68.4718,1.11086,1
0.00197,-68.008,1.11247,1
0.00198,-67.5435,1.11408,1
0.00199,-67.0784,1.11567,1
0.002,-66.6126,1.11725,1
0.00201,-66.1461,1.11882,1
0.00202,-65.679,1.12038,1
0.00203,-65.2112,1.12193,1
0.00204,-64.7428,1.12347,1
0.00205,-64.2738,1.12499,1
0.00206,-63.8041,1.12651,1
0.00207,-63.3337,1.12801,1
0.00208,-62.8628,1.1295,1
0.00209,-62.3912,1.13098,1
0.0021,-61.9191,1.13245,1
0.00211,-61.4463,1.13391,1
0.00212,-60.9729,1.13536,1
0.00213,-60.4989,1.1368,1
0.00214,-60.0243,1.13822,1
0.00215,-59.5491,1.13964,1
0.00216,-59.0733,1.14104,1
0.00217,-58.597,1.14243,1
0.00218,-58.12,1.14381,1
0.00219,-57.6425,1.14518,1
0.0022,-57.1644,1.14654,1
0.00221,-56.6858,1.14789,1
0.00222,-56.2066,1.14922,1
0.00223,-55.7268,1.15055,1
0.00224,-55.2465,1.15186,1
0.00225,-54.7657,1.15316,1
0.00226,-54.2843,1.15445,1
0.00227,-53.8023,1.15573,1
0.00228,-53.3199,1.157,1
0.00229,-52.8369,1.15825,1
0.0023,-52.3534,1.1595,1
0.00231,-51.8693,1.16073,1
0.00232,-51.3848,1.16195,1
0.00233,-50.8998,1.16316,1
0.00234,-50.4142,1.16436,1
0.00235,-49.9282,1.16554,1
0.00236,-49.4416,1.16672,1
0.00237,-48.9546,1.16788,1
0.00238,-48.4671,1.16904,1
0.00239,-47.9791,1.17018,1
0.0024,-47.4907,1.17131,1
0.00241,-47.0017,1.17242,1
0.00242,-46.5123,1.17353,1
0.00243,-46.0225,1.17462,1
0.00244,-45.5322,1.17571,1
0.00245,-45.0414,1.17678,1
0.00246,-44.5502,1.17784,1
0.00247,-44.0586,1.17889,1
0.00248,-43.5665,1.17992,1
0.00249,-43.074,1.18095,1
0.0025,-42.5811,1.18196,1
0.00251,-42.0877,1.18296,1
0.00252,-41.594,1.18395,1
0.00253,-41.0998,1.18493,1
0.00254,-40.6052,1.1859,1
0.00255,-40.1102,1.18685,1
0.00256,-39.6148,1.18779,1
0.00257,-39.1191,1.18873,1
0.00258,-38.6229,1.18964,1
