0,1.76084e-08,0.0804129,0,0,0
1e-06,5.28228e-08,0.160815,0,0,0
2e-06,1.05641e-07,0.241207,0,0,0
3e-06,1.7606e-07,0.321589,0,0,0
4e-06,2.64079e-07,0.40196,0,0,0
5e-06,3.69694e-07,0.48232,0,0,0
6e-06,4.92904e-07,0.562671,0,0,0
7e-06,6.33705e-07,0.64301,0,0,0
8e-06,7.92097e-07,0.723339,0,0,0
9e-06,9.68075e-07,0.803658,0,0,0
1e-05,1.16164e-06,0.883966,0,0,0
1.1e-05,1.37278e-06,0.964264,0,0,0
1.2e-05,1.60151e-06,1.04455,0,0,0
1.3e-05,1.84782e-06,1.12483,0,0,0
1.4e-05,2.1117e-06,1.2051,0,0,0
1.5e-05,2.39315e-06,1.28535,0,0,0
1.6e-05,2.69217e-06,1.3656,0,0,0
1.7e-05,3.00877e-06,1.44583,0,0,0
1.8e-05,3.34293e-06,1.52606,0,0,0
1.9e-05,3.69465e-06,1.60627,0,0,0
2e-05,4.06394e-06,1.68647,0,0,0
2.1e-05,4.43317e-06,1.68625,0,0,0
2.2e-05,4.80236e-06,1.68604,0,0,0
2.3e-05,5.1715e-06,1.68582,0,0,0
2.4e-05,5.54059e-06,1.6856,0,0,0
2.5e-05,5.90963e-06,1.68538,0,0,0
2.6e-05,6.27862e-06,1.68516,0,0,0
2.7e-05,6.64756e-06,1.68494,0,0,0
2.8e-05,7.01645e-06,1.68472,0,0,0
2.9e-05,7.3853e-06,1.6845,0,0,0
3e-05,7.7717e-06,1.76469,0,0,0
3.1e-05,8.17566e-06,1.84488,0,0,0
3.2e-05,8.59718e-06,1.92505,0,0,0
3.3e-05,9.03624e-06,2.00521,0,0,0
3.4e-05,9.49286e-06,2.08536,0,0,0
3.5e-05,9.96703e-06,2.1655,0,0,0
3.6e-05,1.04587e-05,2.24564,0,0,0
3.7e-05,1.0968e-05,2.32576,0,0,0
3.8e-05,1.14948e-05,2.40587,0,0,0
3.9e-05,1.20391e-05,2.48597,0,0,0
4e-05,1.2601e-05,2.56605,0,0,0
4.1e-05,1.31804e-05,2.64613,0,0,0
4.2e-05,1.37773e-05,2.7262,0,0,0
4.3e-05,1.43918e-05,2.80626,0,0,0
4.4e-05,1.50238e-05,2.88631,0,0,0
4.5e-05,1.56733e-05,2.96634,0,0,0
4.6e-05,1.63403e-05,3.04637,0,0,0
4.7e-05,1.70249e-05,3.12639,0,0,0
