HEADER
VTF File Version,1.1
VTF File Type,0
PID,2366
Generated on,2021-11-19 09:35:22
Resolution,ms
Min Resolution,us
Trace Version,1.1
TraceID,2368
XRT  Version,2.14.0
Tool Version,2022.2

STRUCTURE
Group_Start,HAL Host Trace
Dynamic_Row,1,HAL API Calls,API_CALL
Group_Start,Data Transfer
Dynamic_Row,2,Read,READ_BUFFER
Dynamic_Row,3,Write,WRITE_BUFFER
Group_End,Data Transfer
Group_End,HAL Host Trace

MAPPING
67,0:0:0
64,1:1:1
60,Kernel run
1,Phase 1
59,Phase 2
68,READ
2,Start of execution to context creation
58,Unknown
47,WRITE
62,binary_container_1
5,clBuildProgram
6,clCreateBuffer
7,clCreateCommandQueue
8,clCreateContext
9,clCreateContextFromType
10,clCreateKernel
11,clCreateProgramWithBinary
12,clCreateUserEvent
13,clEnqueueCopyBuffer
14,clEnqueueFillBuffer
15,clEnqueueMapBuffer
16,clEnqueueMigrateMemObjects
17,clEnqueueNDRangeKernel
18,clEnqueueReadBuffer
19,clEnqueueReadImage
20,clEnqueueTask
21,clEnqueueUnmapMemObject
22,clEnqueueWaitForEvents
23,clEnqueueWriteBuffer
24,clEnqueueWriteImage
25,clFinish
26,clGetDeviceIDs
27,clGetDeviceInfo
28,clGetPlatformIDs
29,clGetPlatformInfo
70,clReleaseCommandQueue
71,clReleaseContext
51,clReleaseDevice
69,clReleaseKernel
57,clReleaseMemObject
54,clReleaseProgram
33,clRetainDevice
56,clRetainMemObject
30,clSetKernelArg
31,clSetUserEventStatus
32,clWaitForEvents
61,edge
63,krnl_calculateCurVelModel
74,krnl_calculateCurVelModel_1
37,xclAllocBO
55,xclAllocUserPtrBO
73,xclClose
41,xclCloseContext
40,xclExecBuf
66,xclExecWait
42,xclFreeBO
50,xclGetBOProperties
36,xclLoadXclbin
38,xclMapBO
3,xclOpen
39,xclOpenContext
4,xclProbe
43,xclRead
48,xclSyncBO
44,xclWrite
49,xrt::bo::address
45,xrt::bo::bo
46,xrt::bo::sync
34,xrt::device::device
35,xrt::device::load_xclbin
72,xrt::device::reset
52,xrt::kernel::kernel
53,xrt::run::run
65,xrt::run::start

EVENTS
2,0,96.168952,1,API_CALL,3
3,0,100.626037,1,API_CALL,4
4,3,101.048761,1,API_CALL,4
5,2,101.331074,1,API_CALL,3
6,0,102.505156,1,API_CALL,3
7,0,102.516286,1,API_CALL,4
8,7,102.821489,1,API_CALL,4
9,6,102.832449,1,API_CALL,3
10,0,102.879889,1,API_CALL,4
11,10,103.059951,1,API_CALL,4
47,0,139.297303,1,API_CALL,3
48,0,139.307204,1,API_CALL,4
49,48,139.679577,1,API_CALL,4
50,47,139.829889,1,API_CALL,3
