1.75e-06,2.43922
1.7504e-06,2.25098
1.7508e-06,2.03137
1.7512e-06,1.81176
1.7516e-06,1.59216
1.752e-06,1.37255
1.7524e-06,1.15294
1.7528e-06,0.964706
1.7532e-06,0.745098
1.7536e-06,0.556863
1.754e-06,0.368627
1.7544e-06,0.211765
1.7548e-06,0.054902
1.7552e-06,-0.101961
1.7556e-06,-0.227451
1.756e-06,-0.352941
1.7564e-06,-0.447059
1.7568e-06,-0.541176
1.7572e-06,-0.635294
1.7576e-06,-0.698039
1.758e-06,-0.760784
1.7584e-06,-0.792157
1.7588e-06,-0.854902
1.7592e-06,-0.854902
1.7596e-06,-0.886275
1.76e-06,-0.886275
1.7604e-06,-0.886275
1.7608e-06,-0.854902
1.7612e-06,-0.823529
1.7616e-06,-0.792157
1.762e-06,-0.760784
1.7624e-06,-0.698039
1.7628e-06,-0.666667
1.7632e-06,-0.572549
1.7636e-06,-0.509804
1.764e-06,-0.415686
1.7644e-06,-0.352941
1.7648e-06,-0.258824
1.7652e-06,-0.133333
1.7656e-06,-0.0392157
1.766e-06,0.054902
1.7664e-06,0.14902
1.7668e-06,0.243137
1.7672e-06,0.305882
1.7676e-06,0.4
1.768e-06,0.431373
1.7684e-06,0.494118
1.7688e-06,0.52549
1.7692e-06,0.556863
1.7696e-06,0.588235
1.77e-06,0.588235
1.7704e-06,0.588235
1.7708e-06,0.588235
1.7712e-06,0.556863
1.7716e-06,0.556863
1.772e-06,0.52549
1.7724e-06,0.494118
1.7728e-06,0.462745
1.7732e-06,0.431373
1.7736e-06,0.4
1.774e-06,0.368627
1.7744e-06,0.337255
1.7748e-06,0.27451
1.7752e-06,0.243137
1.7756e-06,0.211765
1.776e-06,0.14902
1.7764e-06,0.117647
1.7768e-06,0.0862745
1.7772e-06,0.054902
1.7776e-06,0.0235294
1.778e-06,-0.00784314
1.7784e-06,-0.00784314
1.7788e-06,-0.0392157
1.7792e-06,-0.0705882
1.7796e-06,-0.0705882
1.78e-06,-0.101961
1.7804e-06,-0.101961
1.7808e-06,-0.101961
1.7812e-06,-0.101961
1.7816e-06,-0.133333
1.782e-06,-0.133333
1.7824e-06,-0.133333
1.7828e-06,-0.133333
1.7832e-06,-0.133333
1.7836e-06,-0.133333
1.784e-06,-0.101961
1.7844e-06,-0.101961
1.7848e-06,-0.101961
1.7852e-06,-0.101961
1.7856e-06,-0.0705882
1.786e-06,-0.0705882
1.7864e-06,-0.0705882
1.7868e-06,-0.0392157
1.7872e-06,-0.0392157
1.7876e-06,-0.0392157
1.788e-06,-0.0392157
1.7884e-06,-0.00784314
1.7888e-06,-0.00784314
1.7892e-06,-0.00784314
1.7896e-06,-0.00784314
1.79e-06,-0.00784314
1.7904e-06,-0.00784314
1.7908e-06,-0.00784314
1.7912e-06,0.0235294
1.7916e-06,0.0235294
1.792e-06,0.0235294
1.7924e-06,0.0235294
1.7928e-06,0.054902
1.7932e-06,0.054902
1.7936e-06,0.054902
1.794e-06,0.0862745
1.7944e-06,0.0862745
1.7948e-06,0.0862745
1.7952e-06,0.0862745
1.7956e-06,0.117647
1.796e-06,0.117647
1.7964e-06,0.14902
1.7968e-06,0.180392
1.7972e-06,0.211765
1.7976e-06,0.305882
1.798e-06,0.368627
1.7984e-06,0.494118
1.7988e-06,0.588235
1.7992e-06,0.745098
1.7996e-06,0.901961
1.8e-06,1.0902
1.8004e-06,1.27843
1.8008e-06,1.49804
1.8012e-06,1.71765
1.8016e-06,1.90588
1.802e-06,2.12549
1.8024e-06,2.3451
1.8028e-06,2.56471
