Model,RTH1004
SerialNumber,104117
Firmware Version,'1.70.3.2'

Acquisition Time Stamp,2023-04-12 14:48:23.18615961,2023-04-12 14:48:23.18615961
Waveform Type,ANALOG,
Acquisition Mode,SAMPLE,
Horizontal Unit,s,
Horizontal Scale,5e-07,
Horizontal Position,2e-06,
Reference Point,50 %,
Sample Interval,4e-09,
Record Length,1250,
Probe Setting,'10:1','10:1'
Vertical Unit,V,V
Vertical Scale,2,2
Vertical Position,-2,1
Vertical Offset,0,0
History Index,0,0
History Time Stamp,0.000000000000,0.000000000000
,,
TIME,CH1,CH3
7.48e-07,0.0156863,1.85882
7.52e-07,-0.0156863,-0.0235294
7.56e-07,-0.0156863,-0.776471
7.6e-07,-0.141176,-0.556863
7.64e-07,-0.203922,0.321569
7.68e-07,-0.141176,0.635294
7.72e-07,0.0470588,0.352941
7.76e-07,0.0470588,0.0705882
7.8e-07,-0.0470588,-0.0235294
7.84e-07,-0.172549,0.00784314
7.88e-07,-0.203922,0.101961
7.92e-07,-0.0470588,0.164706
7.96e-07,-0.0156863,0.760784
8e-07,-0.0784314,2.76863
8.04e-07,-0.0156863,4.18039
8.08e-07,0.0470588,4.46275
8.12e-07,0.109804,3.83529
8.16e-07,0.141176,3.05098
8.2e-07,-0.0784314,3.1451
8.24e-07,-0.172549,3.52157
8.28e-07,-0.109804,3.67843
8.32e-07,0.0156863,3.67843
8.36e-07,0.109804,3.61569
8.4e-07,0.0470588,3.55294
8.44e-07,-0.0784314,3.33333
8.48e-07,-0.0470588,1.8902
8.52e-07,-0.0470588,0.0392157
8.56e-07,-0.0784314,-0.745098
8.6e-07,-0.141176,-0.556863
8.64e-07,-0.172549,0.352941
8.68e-07,-0.0784314,0.635294
8.72e-07,0.141176,0.321569
8.76e-07,0.0784314,0.0392157
8.8e-07,-0.0470588,-0.0862745
8.84e-07,-0.109804,-0.0235294
8.88e-07,-0.141176,0.101961
8.92e-07,-0.0470588,0.196078
8.96e-07,-0.0156863,0.792157
9e-07,-0.0784314,2.76863
9.04e-07,-0.0784314,4.18039
9.08e-07,-0.0156863,4.46275
9.12e-07,0.0784314,3.83529
9.16e-07,0.109804,3.11373
9.2e-07,-0.0784314,3.17647
9.24e-07,-0.203922,3.45882
9.28e-07,-0.109804,3.67843
9.32e-07,0.0156863,3.67843
9.36e-07,0.109804,3.61569
9.4e-07,0.0784314,3.4902
9.44e-07,-0.0470588,3.33333
9.48e-07,-0.0156863,1.92157
9.52e-07,-0.0156863,0.00784314
9.56e-07,-0.0470588,-0.745098
9.6e-07,-0.172549,-0.556863
9.64e-07,-0.235294,0.321569
9.68e-07,-0.172549,0.635294
9.72e-07,0.0784314,0.352941
9.76e-07,0.0470588,0.0705882
9.8e-07,-0.0784314,-0.054902
9.84e-07,-0.141176,0.00784314
9.88e-07,-0.203922,0.133333
9.92e-07,-0.0470588,0.196078
9.96e-07,-0.0156863,0.792157
1e-06,-0.0470588,2.73725
1.004e-06,-0.0470588,4.18039
1.008e-06,0.0156863,4.43137
1.012e-06,0.109804,3.83529
1.016e-06,0.109804,3.11373
1.02e-06,-0.0784314,3.1451
1.024e-06,-0.203922,3.45882
1.028e-06,-0.109804,3.67843
1.032e-06,0.0156863,3.67843
1.036e-06,0.0784314,3.61569
1.04e-06,0.0470588,3.52157
1.044e-06,-0.0784314,3.33333
1.048e-06,0.0156863,1.8902
1.052e-06,-0.0156863,0.00784314
1.056e-06,-0.0470588,-0.776471
1.06e-06,-0.141176,-0.556863
1.064e-06,-0.235294,0.352941
1.068e-06,-0.141176,0.635294
1.072e-06,0.109804,0.321569
1.076e-06,0.0784314,0.0392157
1.08e-06,-0.0156863,-0.054902
1.084e-06,-0.141176,0.00784314
1.088e-06,-0.141176,0.101961
1.092e-06,-0.0470588,0.196078
1.096e-06,-0.0156863,0.823529
1.1e-06,-0.0470588,2.8
1.104e-06,-0.0784314,4.18039
1.108e-06,0.0156863,4.43137
1.112e-06,0.0784314,3.80392
1.116e-06,0.109804,3.08235
1.12e-06,-0.0784314,3.17647
1.124e-06,-0.203922,3.4902
1.128e-06,-0.109804,3.64706
1.132e-06,0.0156863,3.64706
1.136e-06,0.109804,3.58431
1.14e-06,0.0784314,3.4902
1.144e-06,-0.0470588,3.33333
1.148e-06,-0.0156863,1.8902
1.152e-06,-0.0156863,0.00784314
1.156e-06,-0.0470588,-0.745098
1.16e-06,-0.172549,-0.556863
1.164e-06,-0.203922,0.352941
1.168e-06,-0.141176,0.635294
1.172e-06,0.109804,0.352941
1.176e-06,0.0784314,0.0392157
1.18e-06,-0.0784314,-0.0862745
1.184e-06,-0.141176,0.00784314
1.188e-06,-0.172549,0.101961
1.192e-06,-0.0470588,0.164706
1.196e-06,0.0156863,0.760784
1.2e-06,-0.0470588,2.76863
1.204e-06,-0.0470588,4.21176
1.208e-06,0.0470588,4.46275
1.212e-06,0.109804,3.80392
1.216e-06,0.172549,3.11373
1.22e-06,-0.0470588,3.17647
1.224e-06,-0.172549,3.55294
1.228e-06,-0.0784314,3.7098
1.232e-06,-0.0156863,3.7098
1.236e-06,0.0470588,3.61569
1.24e-06,0.0156863,3.4902
1.244e-06,-0.109804,3.30196
1.248e-06,-0.0470588,1.85882
1.252e-06,-0.0470588,-0.0235294
1.256e-06,-0.0784314,-0.776471
1.26e-06,-0.172549,-0.588235
1.264e-06,-0.235294,0.290196
1.268e-06,-0.141176,0.572549
1.272e-06,0.109804,0.321569
1.276e-06,0.109804,0.00784314
1.28e-06,-0.0156863,-0.054902
1.284e-06,-0.0784314,0.0392157
1.288e-06,-0.141176,0.133333
1.292e-06,-0.0470588,0.196078
1.296e-06,-0.0156863,0.792157
1.3e-06,-0.0784314,2.8
1.304e-06,-0.0470588,4.18039
1.308e-06,0.0156863,4.46275
1.312e-06,0.0784314,3.83529
1.316e-06,0.141176,3.08235
1.32e-06,-0.0784314,3.1451
1.324e-06,-0.203922,3.4902
1.328e-06,-0.109804,3.64706
1.332e-06,-0.0156863,3.67843
1.336e-06,0.0470588,3.61569
1.34e-06,0.0156863,3.52157
1.344e-06,-0.0784314,3.36471
1.348e-06,-0.0470588,1.8902
1.352e-06,-0.0470588,0.00784314
1.356e-06,-0.0470588,-0.745098
1.36e-06,-0.141176,-0.52549
1.364e-06,-0.235294,0.352941
1.368e-06,-0.141176,0.635294
1.372e-06,0.109804,0.321569
1.376e-06,0.0784314,0.0392157
1.38e-06,-0.0470588,-0.054902
1.384e-06,-0.172549,0.00784314
1.388e-06,-0.172549,0.101961
1.392e-06,-0.0784314,0.133333
1.396e-06,-0.0470588,0.760784
1.4e-06,-0.0784314,2.70588
1.404e-06,-0.0470588,4.14902
1.408e-06,-0.0156863,4.43137
1.412e-06,0.0784314,3.80392
1.416e-06,0.109804,3.05098
1.42e-06,-0.0470588,3.11373
1.424e-06,-0.203922,3.4902
1.428e-06,-0.109804,3.67843
1.432e-06,0.0156863,3.7098
1.436e-06,0.0784314,3.61569
1.44e-06,0.0784314,3.55294
1.444e-06,-0.0784314,3.36471
1.448e-06,-0.0156863,1.8902
1.452e-06,-0.0156863,0.00784314
1.456e-06,-0.0470588,-0.745098
1.46e-06,-0.141176,-0.52549
1.464e-06,-0.203922,0.321569
1.468e-06,-0.141176,0.666667
1.472e-06,0.0784314,0.321569
1.476e-06,0.0784314,0.0392157
1.48e-06,-0.0470588,-0.054902
1.484e-06,-0.141176,-0.0235294
1.488e-06,-0.141176,0.101961
1.492e-06,-0.0784314,0.196078
1.496e-06,-0.0156863,0.760784
1.5e-06,-0.109804,2.73725
1.504e-06,-0.0784314,4.14902
1.508e-06,0.0156863,4.43137
1.512e-06,0.0784314,3.83529
1.516e-06,0.109804,3.1451
1.52e-06,-0.0784314,3.1451
1.524e-06,-0.203922,3.52157
1.528e-06,-0.0784314,3.67843
1.532e-06,0.0156863,3.7098
1.536e-06,0.0784314,3.58431
1.54e-06,0.0470588,3.4902
1.544e-06,-0.0784314,3.30196
1.548e-06,-0.0156863,1.92157
1.552e-06,-0.0470588,0.00784314
1.556e-06,-0.0784314,-0.807843
1.56e-06,-0.172549,-0.588235
1.564e-06,-0.235294,0.321569
1.568e-06,-0.141176,0.635294
1.572e-06,0.0784314,0.352941
1.576e-06,0.0470588,0.0392157
1.58e-06,-0.0470588,-0.054902
1.584e-06,-0.141176,0.00784314
1.588e-06,-0.141176,0.133333
1.592e-06,-0.0470588,0.196078
1.596e-06,-0.0156863,0.823529
1.6e-06,-0.0784314,2.76863
1.604e-06,-0.0470588,4.18039
1.608e-06,0.0470588,4.46275
1.612e-06,0.109804,3.83529
1.616e-06,0.141176,3.11373
1.62e-06,-0.0470588,3.17647
1.624e-06,-0.172549,3.52157
1.628e-06,-0.109804,3.67843
1.632e-06,0.0156863,3.7098
1.636e-06,0.0784314,3.58431
1.64e-06,0.0470588,3.4902
1.644e-06,-0.0784314,3.30196
1.648e-06,-0.0156863,1.8902
1.652e-06,-0.0470588,0.00784314
1.656e-06,-0.0470588,-0.807843
1.66e-06,-0.141176,-0.588235
1.664e-06,-0.235294,0.321569
1.668e-06,-0.141176,0.603922
1.672e-06,0.0784314,0.321569
1.676e-06,0.109804,0.0392157
1.68e-06,0.0156863,-0.0235294
1.684e-06,-0.109804,0.0705882
1.688e-06,-0.203922,0.101961
1.692e-06,-0.0470588,0.196078
1.696e-06,-0.0156863,0.792157
1.7e-06,-0.0784314,2.76863
1.704e-06,-0.0784314,4.21176
1.708e-06,0.0156863,4.43137
1.712e-06,0.0470588,3.80392
1.716e-06,0.109804,3.08235
1.72e-06,-0.109804,3.1451
1.724e-06,-0.203922,3.52157
1.728e-06,-0.109804,3.74118
1.732e-06,0.0470588,3.74118
1.736e-06,0.109804,3.61569
1.74e-06,0.0470588,3.52157
1.744e-06,-0.109804,3.33333
1.748e-06,-0.0156863,1.92157
1.752e-06,-0.0156863,0.00784314
1.756e-06,-0.0470588,-0.713725
1.76e-06,-0.141176,-0.52549
1.764e-06,-0.203922,0.321569
1.768e-06,-0.141176,0.603922
1.772e-06,0.0784314,0.321569
1.776e-06,0.0784314,0.0392157
1.78e-06,-0.0470588,-0.0862745
1.784e-06,-0.109804,0.00784314
1.788e-06,-0.141176,0.101961
1.792e-06,-0.0470588,0.164706
1.796e-06,-0.0156863,0.792157
1.8e-06,-0.0784314,2.73725
1.804e-06,-0.0470588,4.14902
1.808e-06,0.0156863,4.43137
1.812e-06,0.109804,3.83529
1.816e-06,0.141176,3.08235
1.82e-06,-0.0784314,3.1451
1.824e-06,-0.203922,3.4902
1.828e-06,-0.109804,3.67843
1.832e-06,-0.0156863,3.67843
1.836e-06,0.0784314,3.58431
1.84e-06,0.0470588,3.52157
1.844e-06,-0.109804,3.36471
1.848e-06,-0.0156863,1.8902
1.852e-06,-0.0156863,-0.0235294
1.856e-06,-0.0784314,-0.776471
1.86e-06,-0.172549,-0.556863
1.864e-06,-0.235294,0.321569
1.868e-06,-0.141176,0.635294
1.872e-06,0.109804,0.321569
1.876e-06,0.0784314,0.0705882
1.88e-06,0.0156863,-0.054902
1.884e-06,-0.109804,-0.0235294
1.888e-06,-0.172549,0.101961
1.892e-06,-0.0784314,0.196078
1.896e-06,-0.0156863,0.760784
1.9e-06,-0.0470588,2.76863
1.904e-06,-0.0470588,4.14902
1.908e-06,0.0156863,4.43137
1.912e-06,0.109804,3.80392
1.916e-06,0.109804,3.08235
1.92e-06,-0.0784314,3.1451
1.924e-06,-0.203922,3.45882
1.928e-06,-0.141176,3.67843
1.932e-06,0.0156863,3.7098
1.936e-06,0.109804,3.58431
1.94e-06,0.0470588,3.4902
1.944e-06,-0.0784314,3.33333
1.948e-06,-0.0470588,1.8902
1.952e-06,-0.0156863,0.0392157
1.956e-06,-0.0470588,-0.745098
1.96e-06,-0.141176,-0.588235
1.964e-06,-0.203922,0.321569
1.968e-06,-0.141176,0.603922
1.972e-06,0.0784314,0.290196
1.976e-06,0.0784314,0.0392157
1.98e-06,-0.0470588,-0.054902
1.984e-06,-0.141176,0.00784314
1.988e-06,-0.172549,0.101961
1.992e-06,-0.0470588,0.196078
1.996e-06,-0.0156863,0.760784
2e-06,-0.0784314,2.76863
2.004e-06,-0.0156863,4.21176
2.008e-06,0.0156863,4.46275
2.012e-06,0.0784314,3.83529
2.016e-06,0.109804,3.08235
2.02e-06,-0.0784314,3.1451
2.024e-06,-0.203922,3.4902
2.028e-06,-0.109804,3.7098
2.032e-06,0.0156863,3.7098
2.036e-06,0.0784314,3.61569
2.04e-06,0.0784314,3.55294
2.044e-06,-0.0784314,3.36471
2.048e-06,-0.0156863,1.8902
2.052e-06,-0.0156863,-0.0235294
2.056e-06,-0.0784314,-0.776471
2.06e-06,-0.141176,-0.556863
2.064e-06,-0.203922,0.352941
2.068e-06,-0.141176,0.666667
2.072e-06,0.141176,0.352941
2.076e-06,0.0784314,0.0705882
2.08e-06,-0.0470588,-0.0235294
2.084e-06,-0.141176,0.00784314
2.088e-06,-0.172549,0.0705882
2.092e-06,-0.0470588,0.164706
2.096e-06,-0.0156863,0.792157
2.1e-06,-0.0470588,2.76863
2.104e-06,-0.0470588,4.18039
2.108e-06,0.0156863,4.43137
2.112e-06,0.0470588,3.83529
2.116e-06,0.109804,3.05098
2.12e-06,-0.0784314,3.17647
2.124e-06,-0.172549,3.52157
2.128e-06,-0.0784314,3.67843
2.132e-06,-0.0156863,3.7098
2.136e-06,0.0784314,3.61569
2.14e-06,0.0784314,3.4902
2.144e-06,-0.0784314,3.27059
2.148e-06,-0.0156863,1.85882
2.152e-06,-0.0156863,0.00784314
2.156e-06,-0.0470588,-0.745098
2.16e-06,-0.141176,-0.52549
2.164e-06,-0.203922,0.352941
2.168e-06,-0.109804,0.635294
2.172e-06,0.109804,0.321569
2.176e-06,0.0784314,0.0705882
2.18e-06,-0.0156863,-0.054902
2.184e-06,-0.109804,0.00784314
2.188e-06,-0.172549,0.101961
2.192e-06,-0.0470588,0.196078
2.196e-06,-0.0156863,0.760784
2.2e-06,-0.0470588,2.76863
2.204e-06,-0.0470588,4.14902
2.208e-06,0.0156863,4.43137
2.212e-06,0.0784314,3.83529
2.216e-06,0.141176,3.08235
2.22e-06,-0.0784314,3.1451
2.224e-06,-0.203922,3.4902
2.228e-06,-0.109804,3.67843
2.232e-06,0.0156863,3.67843
2.236e-06,0.0784314,3.58431
2.24e-06,0.0784314,3.52157
